Country_Code,Country,Sector,Purpose,Total_Disbursement_USD,Population,Per_Capita_USD
AFG,Afghanistan,Government and Civil Society,Public sector policy and administrative management,210602219.0,40000412,5.27
AFG,Afghanistan,Emergency Response,Relief co-ordination; protection and support services,147311402.0,40000412,3.68
AFG,Afghanistan,Energy,Energy policy and administrative management,94721507.0,40000412,2.37
AFG,Afghanistan,Operating Expenses,Operating Expenses,45315059.0,40000412,1.13
AFG,Afghanistan,Other Multisector,Multisector aid,45257265.0,40000412,1.13
AFG,Afghanistan,Agriculture,Agricultural policy and administrative management,38426287.0,40000412,0.96
AFG,Afghanistan,Emergency Response,Emergency food assistance,23974779.0,40000412,0.60
AFG,Afghanistan,Basic Education,Primary education,22902372.0,40000412,0.57
AFG,Afghanistan,Agriculture,Agricultural development,18657572.0,40000412,0.47
AFG,Afghanistan,Basic Health,COVID-19 control,17879236.0,40000412,0.45
AFG,Afghanistan,Trade Policy and Regulations,Trade policy and administrative management,17812239.0,40000412,0.45
AFG,Afghanistan,Government and Civil Society,Legal and judicial development,17503344.0,40000412,0.44
AFG,Afghanistan,"Maternal and Child Health, Family Planning",Reproductive health care,16503619.0,40000412,0.41
AFG,Afghanistan,Post-Secondary Education,Higher education,14812451.0,40000412,0.37
AFG,Afghanistan,Program Design and Learning,Program Design and Learning,10648595.0,40000412,0.27
AFG,Afghanistan,Other Social Infrastructure and Services,Social Protection,7577112.0,40000412,0.19
AFG,Afghanistan,Government and Civil Society,Anti-corruption organisations and institutions,7274250.0,40000412,0.18
AFG,Afghanistan,Water Supply and Sanitation,Basic drinking water supply,5295637.0,40000412,0.13
AFG,Afghanistan,Government and Civil Society,Decentralisation and support to subnational government,5266985.0,40000412,0.13
AFG,Afghanistan,Banking and Financial Services,Financial policy and administrative management,4909454.0,40000412,0.12
AFG,Afghanistan,Agriculture,Agricultural alternative development,4519257.0,40000412,0.11
AFG,Afghanistan,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",4483167.0,40000412,0.11
AFG,Afghanistan,Trade Policy and Regulations,Trade facilitation,4417260.0,40000412,0.11
AFG,Afghanistan,Basic Health,Infectious disease control,4229755.0,40000412,0.11
AFG,Afghanistan,Water Supply and Sanitation,Water supply - large systems,3964827.0,40000412,0.10
AFG,Afghanistan,Basic Health,Basic nutrition,3533635.0,40000412,0.09
AFG,Afghanistan,Basic Education,Basic life skills for adults,3417131.0,40000412,0.09
AFG,Afghanistan,Government and Civil Society,Elections,3296173.0,40000412,0.08
AFG,Afghanistan,Basic Health,Tuberculosis control,3200284.0,40000412,0.08
AFG,Afghanistan,Business and Other Services,Business Policy and Administation,3157784.0,40000412,0.08
AFG,Afghanistan,Government and Civil Society,Democratic participation and civil society,2909379.0,40000412,0.07
AFG,Afghanistan,Upper Secondary Education,Vocational training,2747871.0,40000412,0.07
AFG,Afghanistan,General Environmental Protection,Environmental policy and administrative management,2493473.0,40000412,0.06
AFG,Afghanistan,"Maternal and Child Health, Family Planning",Family planning,1645866.0,40000412,0.04
AFG,Afghanistan,General Environmental Protection,Bio-diversity,1346905.0,40000412,0.03
AFG,Afghanistan,Upper Secondary Education,Upper Secondary education,1344122.0,40000412,0.03
AFG,Afghanistan,Basic Health,Basic health care,624951.0,40000412,0.02
AFG,Afghanistan,General Environmental Protection,Biosphere protection,246839.0,40000412,0.01
AFG,Afghanistan,Government and Civil Society,Legislatures and political parties,215640.0,40000412,0.01
AFG,Afghanistan,Water Supply and Sanitation,Water supply and sanitation - large systems,203245.0,40000412,0.01
AFG,Afghanistan,"Education, Level Unspecified",Education policy and administrative management,200000.0,40000412,0.00
AFG,Afghanistan,Administration and Oversight,Administration and Oversight,63392.0,40000412,0.00
AFG,Afghanistan,"Health, General",Health policy and administrative management,41006.0,40000412,0.00
AFG,Afghanistan,Emergency Response,Material relief assistance and services,38197.0,40000412,0.00
AFG,Afghanistan,HIV/AIDS,STD control including HIV/AIDS,20696.0,40000412,0.00
AFG,Afghanistan,"Maternal and Child Health, Family Planning",Population policy and administrative management,10032.0,40000412,0.00
AFG,Afghanistan,Government and Civil Society,"Women’s rights organisations and movements, and government institutions",4117.0,40000412,0.00
AFG,Afghanistan,Government and Civil Society,Human rights,2872.0,40000412,0.00
AFG,Afghanistan,Government and Civil Society,Media and free flow of information,2703.0,40000412,0.00
AFG,Afghanistan,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,-21966.0,40000412,-0.00
AFG,Afghanistan,Government and Civil Society,Public finance management,-62609.0,40000412,-0.00
AFG,Afghanistan,Transport and Storage,Transport policy and administrative management,-641303.0,40000412,-0.02
AGO,Angola,Operating Expenses,Operating Expenses,2705627.0,34532429,0.08
AGO,Angola,Emergency Response,Relief co-ordination; protection and support services,1507656.0,34532429,0.04
AGO,Angola,Emergency Response,Emergency food assistance,904910.0,34532429,0.03
AGO,Angola,Basic Health,COVID-19 control,570000.0,34532429,0.02
AGO,Angola,Basic Health,Malaria control,518972.0,34532429,0.02
AGO,Angola,Government and Civil Society,Public sector policy and administrative management,482000.0,34532429,0.01
AGO,Angola,Government and Civil Society,Democratic participation and civil society,370025.0,34532429,0.01
AGO,Angola,Agriculture,Agricultural policy and administrative management,141594.0,34532429,0.00
AGO,Angola,Water Supply and Sanitation,River basins' development,100995.0,34532429,0.00
AGO,Angola,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",45000.0,34532429,0.00
AGO,Angola,Water Supply and Sanitation,Water supply and sanitation - large systems,39900.0,34532429,0.00
AGO,Angola,Other Multisector,Multisector aid,30000.0,34532429,0.00
AGO,Angola,Government and Civil Society,Decentralisation and support to subnational government,-5696.0,34532429,-0.00
ALB,Albania,Government and Civil Society,Democratic participation and civil society,2096772.0,2811666,0.75
ALB,Albania,Basic Health,COVID-19 control,2000000.0,2811666,0.71
ALB,Albania,Government and Civil Society,Legal and judicial development,1363499.0,2811666,0.48
ALB,Albania,Other Multisector,Multisector aid,1199223.0,2811666,0.43
ALB,Albania,Operating Expenses,Operating Expenses,852650.0,2811666,0.30
ALB,Albania,Banking and Financial Services,Financial policy and administrative management,672388.0,2811666,0.24
ALB,Albania,"Conflict, Peace, and Security",Prevention of Violent Extremism,364500.0,2811666,0.13
ALB,Albania,Government and Civil Society,"Facilitation of orderly, safe, regular and responsible migration and mobility",341181.0,2811666,0.12
ALB,Albania,Business and Other Services,Business Policy and Administation,315609.0,2811666,0.11
ALB,Albania,Government and Civil Society,Media and free flow of information,304360.0,2811666,0.11
ALB,Albania,"Education, Level Unspecified",Education policy and administrative management,190000.0,2811666,0.07
ALB,Albania,Government and Civil Society,Anti-corruption organisations and institutions,82262.0,2811666,0.03
ALB,Albania,Emergency Response,Relief co-ordination; protection and support services,76000.0,2811666,0.03
ALB,Albania,Non-communicable diseases (NCDs),Other prevention and treatment of NCDs,39934.0,2811666,0.01
ALB,Albania,Government and Civil Society,Ending violence against women and girls,39000.0,2811666,0.01
ALB,Albania,Government and Civil Society,Human rights,38000.0,2811666,0.01
ALB,Albania,Government and Civil Society,Public sector policy and administrative management,8642.0,2811666,0.00
ALB,Albania,Government and Civil Society,Decentralisation and support to subnational government,5198.0,2811666,0.00
ALB,Albania,Government and Civil Society,Countering violent extremism,-250.0,2811666,-0.00
ARE,United Arab Emirates,Disaster Prevention and Preparedness,Multi-hazard response preparedness,94465.0,9575152,0.01
ARG,Argentina,Operating Expenses,Operating Expenses,695903.0,45312281,0.02
ARM,Armenia,Government and Civil Society,Democratic participation and civil society,9357607.0,2962300,3.16
ARM,Armenia,Operating Expenses,Operating Expenses,6424623.0,2962300,2.17
ARM,Armenia,Business and Other Services,Business Policy and Administation,4148974.0,2962300,1.40
ARM,Armenia,Government and Civil Society,Public finance management,2163403.0,2962300,0.73
ARM,Armenia,Energy,Energy policy and administrative management,2129652.0,2962300,0.72
ARM,Armenia,Other Multisector,Multisector aid,719199.0,2962300,0.24
ARM,Armenia,Emergency Response,Emergency food assistance,714870.0,2962300,0.24
ARM,Armenia,Post-Secondary Education,Higher education,648669.0,2962300,0.22
ARM,Armenia,Government and Civil Society,Media and free flow of information,523256.0,2962300,0.18
ARM,Armenia,Basic Health,Basic health care,454545.0,2962300,0.15
ARM,Armenia,Other Social Infrastructure and Services,Social Protection,328448.0,2962300,0.11
ARM,Armenia,Upper Secondary Education,Upper Secondary education,150000.0,2962300,0.05
ARM,Armenia,Other Multisector,Multisector education/training,120508.0,2962300,0.04
ARM,Armenia,Emergency Response,Relief co-ordination; protection and support services,100000.0,2962300,0.03
ARM,Armenia,"Education, Level Unspecified",Education policy and administrative management,93988.0,2962300,0.03
ARM,Armenia,Program Design and Learning,Program Design and Learning,54894.0,2962300,0.02
ARM,Armenia,Government and Civil Society,Legal and judicial development,46834.0,2962300,0.02
ARM,Armenia,"Education, Level Unspecified",Education facilities and training,39600.0,2962300,0.01
ARM,Armenia,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",30000.0,2962300,0.01
ARM,Armenia,General Environmental Protection,Environmental research,28972.0,2962300,0.01
ARM,Armenia,Government and Civil Society,Fight against transnational organised crime,5600.0,2962300,0.00
ARM,Armenia,Other Multisector,Research/scientific institutions,5000.0,2962300,0.00
ARM,Armenia,Government and Civil Society,Human rights,2053.0,2962300,0.00
ARM,Armenia,Basic Education,Basic life skills for adults,1.0,2962300,0.00
AUT,Austria,Other Multisector,Multisector aid,10149578.0,8955797,1.13
AUT,Austria,Operating Expenses,Operating Expenses,1813203.0,8955797,0.20
AZE,Azerbaijan,Operating Expenses,Operating Expenses,3679078.0,10137750,0.36
AZE,Azerbaijan,Government and Civil Society,Democratic participation and civil society,2463504.0,10137750,0.24
AZE,Azerbaijan,Banking and Financial Services,Financial policy and administrative management,1431071.0,10137750,0.14
AZE,Azerbaijan,Other Multisector,Multisector aid,687826.0,10137750,0.07
AZE,Azerbaijan,Government and Civil Society,Media and free flow of information,663158.0,10137750,0.07
AZE,Azerbaijan,Government and Civil Society,Human rights,651155.0,10137750,0.06
AZE,Azerbaijan,Business and Other Services,Business Policy and Administation,603350.0,10137750,0.06
AZE,Azerbaijan,Basic Education,Basic life skills for adults,485397.0,10137750,0.05
AZE,Azerbaijan,Trade Policy and Regulations,Trade facilitation,443928.0,10137750,0.04
AZE,Azerbaijan,"Conflict, Peace, and Security",Security system management and reform,358888.0,10137750,0.04
AZE,Azerbaijan,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",100000.0,10137750,0.01
AZE,Azerbaijan,"Maternal and Child Health, Family Planning",Family planning,100000.0,10137750,0.01
BDI,Burundi,Emergency Response,Relief co-ordination; protection and support services,6076707.0,12965481,0.47
BDI,Burundi,Emergency Response,Emergency food assistance,4128947.0,12965481,0.32
BDI,Burundi,Basic Health,COVID-19 control,1823612.0,12965481,0.14
BDI,Burundi,Government and Civil Society,Human rights,1605528.0,12965481,0.12
BDI,Burundi,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",1385382.0,12965481,0.11
BDI,Burundi,Operating Expenses,Operating Expenses,1309806.0,12965481,0.10
BDI,Burundi,Government and Civil Society,Democratic participation and civil society,637500.0,12965481,0.05
BDI,Burundi,Government and Civil Society,Legal and judicial development,632515.0,12965481,0.05
BDI,Burundi,Agriculture,Agricultural development,556445.0,12965481,0.04
BDI,Burundi,Government and Civil Society,Media and free flow of information,404000.0,12965481,0.03
BDI,Burundi,HIV/AIDS,STD control including HIV/AIDS,285576.0,12965481,0.02
BDI,Burundi,Government and Civil Society,Public finance management,266078.0,12965481,0.02
BDI,Burundi,Other Multisector,Multisector aid,49164.0,12965481,0.00
BDI,Burundi,"Maternal and Child Health, Family Planning",Population policy and administrative management,43408.0,12965481,0.00
BDI,Burundi,Program Design and Learning,Program Design and Learning,28498.0,12965481,0.00
BDI,Burundi,General Environmental Protection,Environmental research,12600.0,12965481,0.00
BDI,Burundi,Disaster Prevention and Preparedness,Multi-hazard response preparedness,-19866.0,12965481,-0.00
BEL,Belgium,Operating Expenses,Operating Expenses,34609.0,11586195,0.00
BEN,Benin,Operating Expenses,Operating Expenses,3211485.0,13413417,0.24
BEN,Benin,General Environmental Protection,Biosphere protection,611893.0,13413417,0.05
BEN,Benin,Program Design and Learning,Program Design and Learning,272291.0,13413417,0.02
BEN,Benin,Government and Civil Society,Decentralisation and support to subnational government,271787.0,13413417,0.02
BEN,Benin,Basic Education,Primary education,246546.0,13413417,0.02
BEN,Benin,Government and Civil Society,Human rights,195743.0,13413417,0.01
BEN,Benin,HIV/AIDS,STD control including HIV/AIDS,105125.0,13413417,0.01
BEN,Benin,Other Multisector,Multisector aid,56504.0,13413417,0.00
BEN,Benin,Government and Civil Society,Anti-corruption organisations and institutions,28156.0,13413417,0.00
BEN,Benin,Government and Civil Society,Democratic participation and civil society,11601.0,13413417,0.00
BFA,Burkina Faso,Emergency Response,Relief co-ordination; protection and support services,31112113.0,21995243,1.41
BFA,Burkina Faso,Emergency Response,Emergency food assistance,10599379.0,21995243,0.48
BFA,Burkina Faso,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",10154808.0,21995243,0.46
BFA,Burkina Faso,Operating Expenses,Operating Expenses,9149533.0,21995243,0.42
BFA,Burkina Faso,Basic Health,COVID-19 control,8343029.0,21995243,0.38
BFA,Burkina Faso,Agriculture,Agricultural policy and administrative management,4499597.0,21995243,0.20
BFA,Burkina Faso,"Conflict, Peace, and Security",Security system management and reform,2729250.0,21995243,0.12
BFA,Burkina Faso,Business and Other Services,Business Policy and Administation,944614.0,21995243,0.04
BFA,Burkina Faso,Water Supply and Sanitation,Basic drinking water supply,938388.0,21995243,0.04
BFA,Burkina Faso,Government and Civil Society,Democratic participation and civil society,591306.0,21995243,0.03
BFA,Burkina Faso,HIV/AIDS,STD control including HIV/AIDS,285576.0,21995243,0.01
BFA,Burkina Faso,Other Multisector,Multisector aid,271258.0,21995243,0.01
BFA,Burkina Faso,General Environmental Protection,Environmental policy and administrative management,208239.0,21995243,0.01
BFA,Burkina Faso,"Conflict, Peace, and Security",Prevention of Violent Extremism,202065.0,21995243,0.01
BFA,Burkina Faso,Government and Civil Society,Countering violent extremism,130640.0,21995243,0.01
BFA,Burkina Faso,Program Design and Learning,Program Design and Learning,87490.0,21995243,0.00
BFA,Burkina Faso,Government and Civil Society,Ending violence against women and girls,86325.0,21995243,0.00
BFA,Burkina Faso,Disaster Prevention and Preparedness,Multi-hazard response preparedness,38254.0,21995243,0.00
BGD,Bangladesh,Emergency Response,Relief co-ordination; protection and support services,108770866.0,167658854,0.65
BGD,Bangladesh,Emergency Response,Emergency food assistance,37233516.0,167658854,0.22
BGD,Bangladesh,Agriculture,Agricultural policy and administrative management,18943798.0,167658854,0.11
BGD,Bangladesh,Operating Expenses,Operating Expenses,17370909.0,167658854,0.10
BGD,Bangladesh,Basic Health,COVID-19 control,12507184.0,167658854,0.07
BGD,Bangladesh,Other Multisector,Multisector aid,5414585.0,167658854,0.03
BGD,Bangladesh,Emergency Response,Material relief assistance and services,4569967.0,167658854,0.03
BGD,Bangladesh,Disaster Prevention and Preparedness,Multi-hazard response preparedness,4069811.0,167658854,0.02
BGD,Bangladesh,Agriculture,Food crop production,3744562.0,167658854,0.02
BGD,Bangladesh,General Environmental Protection,Biosphere protection,2569436.0,167658854,0.02
BGD,Bangladesh,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",2401555.0,167658854,0.01
BGD,Bangladesh,Business and Other Services,Business Policy and Administation,2280579.0,167658854,0.01
BGD,Bangladesh,General Environmental Protection,Bio-diversity,2253169.0,167658854,0.01
BGD,Bangladesh,Government and Civil Society,Legal and judicial development,2071742.0,167658854,0.01
BGD,Bangladesh,Government and Civil Society,Public sector policy and administrative management,1901695.0,167658854,0.01
BGD,Bangladesh,Government and Civil Society,Human rights,1831957.0,167658854,0.01
BGD,Bangladesh,Agriculture,Agricultural development,1765897.0,167658854,0.01
BGD,Bangladesh,Government and Civil Society,Legislatures and political parties,1712445.0,167658854,0.01
BGD,Bangladesh,Government and Civil Society,Democratic participation and civil society,1707550.0,167658854,0.01
BGD,Bangladesh,Basic Education,Primary education,1336229.0,167658854,0.01
BGD,Bangladesh,Government and Civil Society,Domestic revenue mobilisation,1093836.0,167658854,0.01
BGD,Bangladesh,General Environmental Protection,Environmental policy and administrative management,802480.0,167658854,0.00
BGD,Bangladesh,Government and Civil Society,Media and free flow of information,526610.0,167658854,0.00
BGD,Bangladesh,Government and Civil Society,Anti-corruption organisations and institutions,440199.0,167658854,0.00
BGD,Bangladesh,Government and Civil Society,Countering violent extremism,187888.0,167658854,0.00
BGD,Bangladesh,Other Social Infrastructure and Services,Social Protection,26505.0,167658854,0.00
BGR,Bulgaria,Operating Expenses,Operating Expenses,175285.0,6507301,0.03
BHR,Bahrain,Disaster Prevention and Preparedness,Multi-hazard response preparedness,6977.0,1504365,0.00
BHS,Bahamas,Emergency Response,Relief co-ordination; protection and support services,4608099.0,396373,11.63
BHS,Bahamas,Disaster Prevention and Preparedness,Multi-hazard response preparedness,43469.0,396373,0.11
BIH,Bosnia and Herzegovina,Operating Expenses,Operating Expenses,11570338.0,3244907,3.57
BIH,Bosnia and Herzegovina,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",10041946.0,3244907,3.09
BIH,Bosnia and Herzegovina,Government and Civil Society,Democratic participation and civil society,6832449.0,3244907,2.11
BIH,Bosnia and Herzegovina,Trade Policy and Regulations,Trade policy and administrative management,4367133.0,3244907,1.35
BIH,Bosnia and Herzegovina,Business and Other Services,Business Policy and Administation,4144259.0,3244907,1.28
BIH,Bosnia and Herzegovina,Basic Education,Primary education,3355328.0,3244907,1.03
BIH,Bosnia and Herzegovina,Government and Civil Society,Media and free flow of information,3308965.0,3244907,1.02
BIH,Bosnia and Herzegovina,Other Multisector,Multisector aid,2960474.0,3244907,0.91
BIH,Bosnia and Herzegovina,Government and Civil Society,Legal and judicial development,1861666.0,3244907,0.57
BIH,Bosnia and Herzegovina,Government and Civil Society,Human rights,1843508.0,3244907,0.57
BIH,Bosnia and Herzegovina,Government and Civil Society,Public finance management,1213214.0,3244907,0.37
BIH,Bosnia and Herzegovina,Trade Policy and Regulations,Trade facilitation,898898.0,3244907,0.28
BIH,Bosnia and Herzegovina,Energy,Energy policy and administrative management,882266.0,3244907,0.27
BIH,Bosnia and Herzegovina,Banking and Financial Services,Financial policy and administrative management,871949.0,3244907,0.27
BIH,Bosnia and Herzegovina,Government and Civil Society,Domestic revenue mobilisation,797911.0,3244907,0.25
BIH,Bosnia and Herzegovina,"Conflict, Peace, and Security",Security system management and reform,683016.0,3244907,0.21
BIH,Bosnia and Herzegovina,Program Design and Learning,Program Design and Learning,200524.0,3244907,0.06
BIH,Bosnia and Herzegovina,"Education, Level Unspecified",Education policy and administrative management,91000.0,3244907,0.03
BIH,Bosnia and Herzegovina,Other Social Infrastructure and Services,Social Protection,84837.0,3244907,0.03
BIH,Bosnia and Herzegovina,General Environmental Protection,Environmental research,55356.0,3244907,0.02
BIH,Bosnia and Herzegovina,Upper Secondary Education,Upper Secondary education,45000.0,3244907,0.01
BIH,Bosnia and Herzegovina,"Conflict, Peace, and Security",Prevention of Violent Extremism,12385.0,3244907,0.00
BIH,Bosnia and Herzegovina,Government and Civil Society,Decentralisation and support to subnational government,9295.0,3244907,0.00
BIH,Bosnia and Herzegovina,Emergency Response,Relief co-ordination; protection and support services,2539.0,3244907,0.00
BIH,Bosnia and Herzegovina,Government and Civil Society,Legislatures and political parties,1210.0,3244907,0.00
BLR,Belarus,Government and Civil Society,Democratic participation and civil society,2261896.0,9302585,0.24
BLR,Belarus,Business and Other Services,Business Policy and Administation,1485339.0,9302585,0.16
BLR,Belarus,Government and Civil Society,Media and free flow of information,1226785.0,9302585,0.13
BLR,Belarus,Other Multisector,Multisector aid,1040036.0,9302585,0.11
BLR,Belarus,Operating Expenses,Operating Expenses,739928.0,9302585,0.08
BLR,Belarus,Government and Civil Society,Human rights,576606.0,9302585,0.06
BLR,Belarus,Government and Civil Society,Public sector policy and administrative management,515890.0,9302585,0.06
BLR,Belarus,Government and Civil Society,Legislatures and political parties,105855.0,9302585,0.01
BLR,Belarus,Business and Other Services,Business development services,25000.0,9302585,0.00
BLR,Belarus,Industry,Small and medium-sized enterprises (SME) development,8187.0,9302585,0.00
BLR,Belarus,Other Social Infrastructure and Services,Social Protection,787.0,9302585,0.00
BLR,Belarus,Government and Civil Society,Elections,689.0,9302585,0.00
BLR,Belarus,Water Supply and Sanitation,Waste management / disposal,-24870.0,9302585,-0.00
BLR,Belarus,"Education, Level Unspecified",Education policy and administrative management,-41000.0,9302585,-0.00
BLZ,Belize,Other Multisector,Multisector aid,491142.0,395346,1.24
BLZ,Belize,Government and Civil Society,Human rights,252650.0,395346,0.64
BLZ,Belize,General Environmental Protection,Environmental policy and administrative management,165456.0,395346,0.42
BLZ,Belize,Government and Civil Society,Public sector policy and administrative management,57131.0,395346,0.14
BLZ,Belize,Basic Education,Basic life skills for adults,45800.0,395346,0.12
BLZ,Belize,Government and Civil Society,Fight against transnational organised crime,45274.0,395346,0.11
BOL,Bolivia,Basic Health,COVID-19 control,4589389.0,11937360,0.38
BOL,Bolivia,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",2169120.0,11937360,0.18
BOL,Bolivia,Post-Secondary Education,Higher education,1027700.0,11937360,0.09
BOL,Bolivia,Other Multisector,Multisector aid,503703.0,11937360,0.04
BOL,Bolivia,Operating Expenses,Operating Expenses,409802.0,11937360,0.03
BOL,Bolivia,Emergency Response,Relief co-ordination; protection and support services,275000.0,11937360,0.02
BOL,Bolivia,General Environmental Protection,Bio-diversity,21894.0,11937360,0.00
BRA,Brazil,Basic Health,COVID-19 control,13250687.0,209550294,0.06
BRA,Brazil,Emergency Response,Relief co-ordination; protection and support services,11186267.0,209550294,0.05
BRA,Brazil,General Environmental Protection,Bio-diversity,5736865.0,209550294,0.03
BRA,Brazil,Operating Expenses,Operating Expenses,1291234.0,209550294,0.01
BRA,Brazil,Other Multisector,Multisector aid,549394.0,209550294,0.00
BRA,Brazil,Emergency Response,Emergency food assistance,-116745.0,209550294,-0.00
BRB,Barbados,Disaster Prevention and Preparedness,Multi-hazard response preparedness,11547.0,282147,0.04
BTN,Bhutan,Basic Health,COVID-19 control,353582.0,775442,0.46
BTN,Bhutan,"Education, Level Unspecified",Education policy and administrative management,254687.0,775442,0.33
BTN,Bhutan,Disaster Prevention and Preparedness,Multi-hazard response preparedness,24752.0,775442,0.03
BWA,Botswana,Operating Expenses,Operating Expenses,2288059.0,2401441,0.95
BWA,Botswana,Government and Civil Society,Legislatures and political parties,127135.0,2401441,0.05
BWA,Botswana,Business and Other Services,Business Policy and Administation,75000.0,2401441,0.03
BWA,Botswana,HIV/AIDS,STD control including HIV/AIDS,47906.0,2401441,0.02
BWA,Botswana,Other Multisector,Multisector aid,19750.0,2401441,0.01
BWA,Botswana,Other Social Infrastructure and Services,Employment Creation,11700.0,2401441,0.00
BWA,Botswana,Basic Education,Early childhood education,4200.0,2401441,0.00
BWA,Botswana,Basic Health,COVID-19 control,20.0,2401441,0.00
CAF,Central African Republic,Emergency Response,Relief co-ordination; protection and support services,59403006.0,5112100,11.62
CAF,Central African Republic,Emergency Response,Emergency food assistance,9688046.0,5112100,1.90
CAF,Central African Republic,Basic Health,COVID-19 control,7319073.0,5112100,1.43
CAF,Central African Republic,Government and Civil Society,Democratic participation and civil society,2052987.0,5112100,0.40
CAF,Central African Republic,Operating Expenses,Operating Expenses,608847.0,5112100,0.12
CAF,Central African Republic,Government and Civil Society,Elections,309619.0,5112100,0.06
CAF,Central African Republic,Government and Civil Society,Media and free flow of information,269500.0,5112100,0.05
CAF,Central African Republic,Government and Civil Society,Human rights,244087.0,5112100,0.05
CAF,Central African Republic,Other Multisector,Multisector aid,10016.0,5112100,0.00
CAF,Central African Republic,Emergency Response,Material relief assistance and services,-4992.0,5112100,-0.00
CAN,Canada,General Environmental Protection,Biosphere protection,1113495.0,38239864,0.03
CAN,Canada,Operating Expenses,Operating Expenses,67210.0,38239864,0.00
CHL,Chile,Disaster Prevention and Preparedness,Multi-hazard response preparedness,45000.0,19456334,0.00
CHN,China (P.R.C.),General Environmental Protection,Environmental policy and administrative management,3369745.0,1412360000,0.00
CHN,China (P.R.C.),Business and Other Services,Business Policy and Administation,3242900.0,1412360000,0.00
CHN,China (P.R.C.),Operating Expenses,Operating Expenses,1728585.0,1412360000,0.00
CHN,China (P.R.C.),General Environmental Protection,Biosphere protection,745159.0,1412360000,0.00
CHN,China (P.R.C.),Other Social Infrastructure and Services,Social Protection,563050.0,1412360000,0.00
CHN,China (P.R.C.),Post-Secondary Education,Higher education,102411.0,1412360000,0.00
CHN,China (P.R.C.),General Environmental Protection,Bio-diversity,85410.0,1412360000,0.00
CIV,Cote d'Ivoire,Energy,Energy policy and administrative management,3198800.0,29639736,0.11
CIV,Cote d'Ivoire,Government and Civil Society,Elections,2591510.0,29639736,0.09
CIV,Cote d'Ivoire,Operating Expenses,Operating Expenses,2185525.0,29639736,0.07
CIV,Cote d'Ivoire,Government and Civil Society,Democratic participation and civil society,1185849.0,29639736,0.04
CIV,Cote d'Ivoire,Government and Civil Society,Human rights,1122184.0,29639736,0.04
CIV,Cote d'Ivoire,HIV/AIDS,STD control including HIV/AIDS,1100779.0,29639736,0.04
CIV,Cote d'Ivoire,Government and Civil Society,Public sector policy and administrative management,982934.0,29639736,0.03
CIV,Cote d'Ivoire,Other Multisector,Multisector aid,433507.0,29639736,0.01
CIV,Cote d'Ivoire,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",159634.0,29639736,0.01
CIV,Cote d'Ivoire,Emergency Response,Emergency food assistance,93494.0,29639736,0.00
CIV,Cote d'Ivoire,Business and Other Services,Business Policy and Administation,66731.0,29639736,0.00
CIV,Cote d'Ivoire,Basic Health,COVID-19 control,15000.0,29639736,0.00
CIV,Cote d'Ivoire,Government and Civil Society,Public finance management,10751.0,29639736,0.00
CIV,Cote d'Ivoire,General Environmental Protection,Bio-diversity,4255.0,29639736,0.00
CMR,Cameroon,Emergency Response,Relief co-ordination; protection and support services,20356229.0,26915758,0.76
CMR,Cameroon,Basic Health,COVID-19 control,8988533.0,26915758,0.33
CMR,Cameroon,Emergency Response,Emergency food assistance,4487059.0,26915758,0.17
CMR,Cameroon,Operating Expenses,Operating Expenses,1174000.0,26915758,0.04
CMR,Cameroon,Other Multisector,Multisector aid,587466.0,26915758,0.02
CMR,Cameroon,General Environmental Protection,Bio-diversity,381979.0,26915758,0.01
CMR,Cameroon,HIV/AIDS,STD control including HIV/AIDS,205743.0,26915758,0.01
CMR,Cameroon,Government and Civil Society,Countering violent extremism,139108.0,26915758,0.01
CMR,Cameroon,Government and Civil Society,Public finance management,84720.0,26915758,0.00
CMR,Cameroon,Program Design and Learning,Program Design and Learning,82088.0,26915758,0.00
CMR,Cameroon,Basic Health,Basic health care,71505.0,26915758,0.00
COD,Democratic Republic of the Congo,Emergency Response,Relief co-ordination; protection and support services,233376434.0,99148932,2.35
COD,Democratic Republic of the Congo,Emergency Response,Emergency food assistance,53626056.0,99148932,0.54
COD,Democratic Republic of the Congo,Operating Expenses,Operating Expenses,30640460.0,99148932,0.31
COD,Democratic Republic of the Congo,Basic Education,Primary education,20718376.0,99148932,0.21
COD,Democratic Republic of the Congo,Government and Civil Society,Democratic participation and civil society,14134251.0,99148932,0.14
COD,Democratic Republic of the Congo,Agriculture,Agricultural policy and administrative management,12597923.0,99148932,0.13
COD,Democratic Republic of the Congo,Basic Health,COVID-19 control,10746098.0,99148932,0.11
COD,Democratic Republic of the Congo,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,8753973.0,99148932,0.09
