Country_Code,Country,Sector,Purpose,Total_Disbursement_USD,Population,Per_Capita_USD
SSD,South Sudan,Basic Health,Infectious disease control,870979.0,10865780,0.08
SSD,South Sudan,Government and Civil Society,Public sector policy and administrative management,306196.0,10865780,0.03
SSD,South Sudan,"Conflict, Peace, and Security",Security system management and reform,289797.0,10865780,0.03
SSD,South Sudan,Government and Civil Society,Legislatures and political parties,226633.0,10865780,0.02
SSD,South Sudan,Government and Civil Society,Media and free flow of information,158000.0,10865780,0.01
SSD,South Sudan,Post-Secondary Education,Higher education,151461.0,10865780,0.01
SSD,South Sudan,Disaster Prevention and Preparedness,Multi-hazard response preparedness,91015.0,10865780,0.01
SSD,South Sudan,General Environmental Protection,Environmental research,48472.0,10865780,0.00
SSD,South Sudan,Other Multisector,Research/scientific institutions,33205.0,10865780,0.00
SSD,South Sudan,Business and Other Services,Business Policy and Administation,16443.0,10865780,0.00
SSD,South Sudan,Emergency Response,Material relief assistance and services,-99896.0,10865780,-0.01
STP,Sao Tome and Principe,General Environmental Protection,Bio-diversity,31686.0,221961,0.14
SUR,Suriname,General Environmental Protection,Biosphere protection,150000.0,617896,0.24
SVN,Slovenia,Operating Expenses,Operating Expenses,154376.0,2108079,0.07
SWZ,Eswatini,HIV/AIDS,STD control including HIV/AIDS,1710473.0,1206593,1.42
SWZ,Eswatini,Government and Civil Society,Public finance management,250000.0,1206593,0.21
SWZ,Eswatini,Government and Civil Society,Public sector policy and administrative management,46747.0,1206593,0.04
SWZ,Eswatini,Other Multisector,Multisector aid,26994.0,1206593,0.02
SYC,Seychelles,General Environmental Protection,Bio-diversity,2500.0,99258,0.03
SYR,Syria,Emergency Response,Relief co-ordination; protection and support services,621328734.0,21628839,28.73
SYR,Syria,Emergency Response,Emergency food assistance,85177834.0,21628839,3.94
SYR,Syria,Basic Health,COVID-19 control,24089483.0,21628839,1.11
SYR,Syria,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",23176021.0,21628839,1.07
SYR,Syria,Emergency Response,Material relief assistance and services,10030114.0,21628839,0.46
SYR,Syria,Operating Expenses,Operating Expenses,5655205.0,21628839,0.26
SYR,Syria,Basic Health,Basic health care,3844591.0,21628839,0.18
SYR,Syria,"Conflict, Peace, and Security",Removal of land mines and explosive remnants of war,689555.0,21628839,0.03
SYR,Syria,Basic Education,Primary education,339363.0,21628839,0.02
SYR,Syria,Other Multisector,Multisector aid,1828.0,21628839,0.00
TCD,Chad,Emergency Response,Relief co-ordination; protection and support services,22011251.0,17828273,1.23
TCD,Chad,Emergency Response,Emergency food assistance,11782670.0,17828273,0.66
TCD,Chad,Basic Health,COVID-19 control,6534059.0,17828273,0.37
TCD,Chad,Government and Civil Society,Democratic participation and civil society,2010070.0,17828273,0.11
TCD,Chad,Operating Expenses,Operating Expenses,491892.0,17828273,0.03
TCD,Chad,Government and Civil Society,Fight against transnational organised crime,200000.0,17828273,0.01
TCD,Chad,Government and Civil Society,Human rights,120000.0,17828273,0.01
TCD,Chad,Other Social Infrastructure and Services,Employment Creation,120000.0,17828273,0.01
TCD,Chad,Government and Civil Society,Legal and judicial development,110000.0,17828273,0.01
TCD,Chad,Government and Civil Society,Public finance management,100000.0,17828273,0.01
TCD,Chad,Other Multisector,Multisector aid,93990.0,17828273,0.01
TCD,Chad,Government and Civil Society,Public sector policy and administrative management,24904.0,17828273,0.00
TCD,Chad,General Environmental Protection,Bio-diversity,12920.0,17828273,0.00
TCD,Chad,Emergency Response,Material relief assistance and services,-3096.0,17828273,-0.00
TGO,Togo,Other Multisector,Multisector aid,325000.0,8878379,0.04
TGO,Togo,Water Supply and Sanitation,Waste management / disposal,19906.0,8878379,0.00
THA,Thailand,Government and Civil Society,Human rights,4866972.0,71727332,0.07
THA,Thailand,Operating Expenses,Operating Expenses,1865728.0,71727332,0.03
THA,Thailand,Basic Health,COVID-19 control,1031966.0,71727332,0.01
THA,Thailand,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",755781.0,71727332,0.01
THA,Thailand,Disaster Prevention and Preparedness,Multi-hazard response preparedness,251790.0,71727332,0.00
THA,Thailand,Business and Other Services,Business Policy and Administation,87887.0,71727332,0.00
THA,Thailand,Government and Civil Society,Public finance management,56819.0,71727332,0.00
THA,Thailand,Energy,"Energy generation, renewable sources - multiple technologies",50000.0,71727332,0.00
THA,Thailand,Government and Civil Society,Democratic participation and civil society,42728.0,71727332,0.00
TJK,Tajikistan,Agriculture,Agricultural policy and administrative management,5596177.0,9966908,0.56
TJK,Tajikistan,Basic Education,Primary education,5254943.0,9966908,0.53
TJK,Tajikistan,Business and Other Services,Business Policy and Administation,2503133.0,9966908,0.25
TJK,Tajikistan,Other Multisector,Multisector aid,1720709.0,9966908,0.17
TJK,Tajikistan,Energy,Electric power transmission and distribution (centralised grids),1654953.0,9966908,0.17
TJK,Tajikistan,Operating Expenses,Operating Expenses,1407736.0,9966908,0.14
TJK,Tajikistan,Water Supply and Sanitation,Water supply - large systems,1304393.0,9966908,0.13
TJK,Tajikistan,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,1257461.0,9966908,0.13
TJK,Tajikistan,Government and Civil Society,Decentralisation and support to subnational government,1254433.0,9966908,0.13
TJK,Tajikistan,"Conflict, Peace, and Security",Security system management and reform,1130714.0,9966908,0.11
TJK,Tajikistan,Banking and Financial Services,Financial policy and administrative management,504345.0,9966908,0.05
TJK,Tajikistan,Government and Civil Society,Human rights,386338.0,9966908,0.04
TJK,Tajikistan,Post-Secondary Education,Higher education,354090.0,9966908,0.04
TJK,Tajikistan,Government and Civil Society,Democratic participation and civil society,349998.0,9966908,0.04
TJK,Tajikistan,Government and Civil Society,Media and free flow of information,280725.0,9966908,0.03
TJK,Tajikistan,Government and Civil Society,Fight against transnational organised crime,251267.0,9966908,0.03
TJK,Tajikistan,"Education, Level Unspecified",Education policy and administrative management,105947.0,9966908,0.01
TJK,Tajikistan,Government and Civil Society,Public finance management,100000.0,9966908,0.01
TJK,Tajikistan,"Education, Level Unspecified",Education facilities and training,97035.0,9966908,0.01
TJK,Tajikistan,Water Supply and Sanitation,Water sector policy and administrative management,65041.0,9966908,0.01
TJK,Tajikistan,Upper Secondary Education,Upper Secondary education,45000.0,9966908,0.00
TJK,Tajikistan,Government and Civil Society,Public sector policy and administrative management,21375.0,9966908,0.00
TJK,Tajikistan,General Environmental Protection,Environmental policy and administrative management,17010.0,9966908,0.00
TJK,Tajikistan,Transport and Storage,Transport policy and administrative management,14256.0,9966908,0.00
TJK,Tajikistan,Other Social Infrastructure and Services,Social Protection,4460.0,9966908,0.00
TJK,Tajikistan,Government and Civil Society,Countering violent extremism,2707.0,9966908,0.00
TJK,Tajikistan,Agriculture,Agricultural development,470.0,9966908,0.00
TJK,Tajikistan,"Education, Level Unspecified",Educational research,66.0,9966908,0.00
TKM,Turkmenistan,Other Social Infrastructure and Services,Employment Creation,766840.0,7092043,0.11
TKM,Turkmenistan,Post-Secondary Education,Higher education,550593.0,7092043,0.08
TKM,Turkmenistan,Government and Civil Society,Public sector policy and administrative management,542777.0,7092043,0.08
TKM,Turkmenistan,Other Multisector,Multisector aid,498498.0,7092043,0.07
TKM,Turkmenistan,Business and Other Services,Business Policy and Administation,442799.0,7092043,0.06
TKM,Turkmenistan,Government and Civil Society,Democratic participation and civil society,315902.0,7092043,0.04
TKM,Turkmenistan,Banking and Financial Services,Financial policy and administrative management,260000.0,7092043,0.04
TKM,Turkmenistan,"Education, Level Unspecified",Education facilities and training,169447.0,7092043,0.02
TKM,Turkmenistan,Government and Civil Society,Human rights,136824.0,7092043,0.02
TKM,Turkmenistan,Operating Expenses,Operating Expenses,74146.0,7092043,0.01
TKM,Turkmenistan,Trade Policy and Regulations,Trade facilitation,70574.0,7092043,0.01
TKM,Turkmenistan,"Education, Level Unspecified",Education policy and administrative management,17507.0,7092043,0.00
TLS,Timor-Leste,Government and Civil Society,Democratic participation and civil society,7085003.0,1350139,5.25
TLS,Timor-Leste,Operating Expenses,Operating Expenses,6105949.0,1350139,4.52
TLS,Timor-Leste,Business and Other Services,Business Policy and Administation,3455407.0,1350139,2.56
TLS,Timor-Leste,Communications,Information and communication technology (ICT),826436.0,1350139,0.61
TLS,Timor-Leste,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",563489.0,1350139,0.42
TLS,Timor-Leste,Disaster Prevention and Preparedness,Multi-hazard response preparedness,394772.0,1350139,0.29
TLS,Timor-Leste,Government and Civil Society,Public finance management,378216.0,1350139,0.28
TLS,Timor-Leste,Agriculture,Agricultural policy and administrative management,204946.0,1350139,0.15
TLS,Timor-Leste,Other Multisector,Multisector aid,87330.0,1350139,0.06
TLS,Timor-Leste,Administration and Oversight,Administration and Oversight,29011.0,1350139,0.02
TLS,Timor-Leste,Government and Civil Society,Legal and judicial development,23616.0,1350139,0.02
TLS,Timor-Leste,Program Design and Learning,Program Design and Learning,22379.0,1350139,0.02
TON,Tonga,Disaster Prevention and Preparedness,Multi-hazard response preparedness,390424.0,105490,3.70
TON,Tonga,Emergency Response,Relief co-ordination; protection and support services,80873.0,105490,0.77
TTO,Trinidad and Tobago,Disaster Prevention and Preparedness,Multi-hazard response preparedness,386279.0,1367558,0.28
TTO,Trinidad and Tobago,General Environmental Protection,Bio-diversity,45370.0,1367558,0.03
TTO,Trinidad and Tobago,Other Multisector,Multisector aid,9650.0,1367558,0.01
TUN,Tunisia,Government and Civil Society,Democratic participation and civil society,22471290.0,12048622,1.87
TUN,Tunisia,Business and Other Services,Business Policy and Administation,15380891.0,12048622,1.28
TUN,Tunisia,Government and Civil Society,Public sector policy and administrative management,14588968.0,12048622,1.21
TUN,Tunisia,Basic Health,Infectious disease control,8867926.0,12048622,0.74
TUN,Tunisia,Operating Expenses,Operating Expenses,4081462.0,12048622,0.34
TUN,Tunisia,Basic Education,Basic life skills for adults,3820000.0,12048622,0.32
TUN,Tunisia,Government and Civil Society,Legislatures and political parties,2359834.0,12048622,0.20
TUN,Tunisia,Government and Civil Society,Elections,1945230.0,12048622,0.16
TUN,Tunisia,Government and Civil Society,Domestic revenue mobilisation,1677672.0,12048622,0.14
TUN,Tunisia,Government and Civil Society,Public finance management,1539149.0,12048622,0.13
TUN,Tunisia,Industry,Small and medium-sized enterprises (SME) development,1250874.0,12048622,0.10
TUN,Tunisia,Agriculture,Agricultural development,1248760.0,12048622,0.10
TUN,Tunisia,Industry,Cottage industries and handicraft,1055330.0,12048622,0.09
TUN,Tunisia,Other Multisector,Multisector education/training,1034993.0,12048622,0.09
TUN,Tunisia,Other Social Infrastructure and Services,Employment Creation,931600.0,12048622,0.08
TUN,Tunisia,Trade Policy and Regulations,Trade policy and administrative management,900000.0,12048622,0.07
TUN,Tunisia,Government and Civil Society,Anti-corruption organisations and institutions,848855.0,12048622,0.07
TUN,Tunisia,Other Multisector,Multisector aid,727196.0,12048622,0.06
TUN,Tunisia,Energy,Energy conservation and demand-side efficiency,590410.0,12048622,0.05
TUN,Tunisia,Post-Secondary Education,Higher education,420614.0,12048622,0.03
TUN,Tunisia,Banking and Financial Services,Financial policy and administrative management,332724.0,12048622,0.03
TUN,Tunisia,Government and Civil Society,Ending violence against women and girls,330518.0,12048622,0.03
TUN,Tunisia,"Health, General",Health policy and administrative management,271265.0,12048622,0.02
TUN,Tunisia,Government and Civil Society,Countering violent extremism,267235.0,12048622,0.02
TUN,Tunisia,Business and Other Services,Business development services,240000.0,12048622,0.02
TUN,Tunisia,Upper Secondary Education,Vocational training,141391.0,12048622,0.01
TUN,Tunisia,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",97001.0,12048622,0.01
TUN,Tunisia,Other Social Infrastructure and Services,Culture and recreation,76000.0,12048622,0.01
TUN,Tunisia,Agriculture,Agricultural policy and administrative management,43393.0,12048622,0.00
TUN,Tunisia,Other Multisector,Research/scientific institutions,22360.0,12048622,0.00
TUN,Tunisia,HIV/AIDS,STD control including HIV/AIDS,12793.0,12048622,0.00
TUN,Tunisia,"Education, Level Unspecified",Education facilities and training,12323.0,12048622,0.00
TUN,Tunisia,General Environmental Protection,Environmental policy and administrative management,6250.0,12048622,0.00
TUR,Turkey,Emergency Response,Relief co-ordination; protection and support services,11129504.0,84147318,0.13
TUR,Turkey,Emergency Response,Emergency food assistance,1520124.0,84147318,0.02
TUR,Turkey,Operating Expenses,Operating Expenses,821661.0,84147318,0.01
TUR,Turkey,Agriculture,Fishing policy and administrative management,11900.0,84147318,0.00
TUR,Turkey,Industry,Small and medium-sized enterprises (SME) development,3840.0,84147318,0.00
TZA,Tanzania,Basic Education,Primary education,16522064.0,62830412,0.26
TZA,Tanzania,Operating Expenses,Operating Expenses,15078815.0,62830412,0.24
TZA,Tanzania,Agriculture,Agricultural policy and administrative management,12823591.0,62830412,0.20
TZA,Tanzania,Emergency Response,Relief co-ordination; protection and support services,8539593.0,62830412,0.14
TZA,Tanzania,General Environmental Protection,Environmental policy and administrative management,7778206.0,62830412,0.12
TZA,Tanzania,Agriculture,Agricultural development,7622153.0,62830412,0.12
TZA,Tanzania,Water Supply and Sanitation,River basins' development,6062197.0,62830412,0.10
TZA,Tanzania,Emergency Response,Emergency food assistance,5822464.0,62830412,0.09
TZA,Tanzania,Government and Civil Society,Democratic participation and civil society,5017296.0,62830412,0.08
TZA,Tanzania,Energy,Energy policy and administrative management,3924771.0,62830412,0.06
TZA,Tanzania,HIV/AIDS,STD control including HIV/AIDS,3207089.0,62830412,0.05
TZA,Tanzania,Government and Civil Society,Public finance management,2198272.0,62830412,0.03
TZA,Tanzania,"Maternal and Child Health, Family Planning",Population policy and administrative management,873362.0,62830412,0.01
TZA,Tanzania,Other Multisector,Multisector aid,753066.0,62830412,0.01
TZA,Tanzania,General Environmental Protection,Biosphere protection,724791.0,62830412,0.01
TZA,Tanzania,General Environmental Protection,Bio-diversity,675538.0,62830412,0.01
TZA,Tanzania,Government and Civil Society,Elections,498134.0,62830412,0.01
TZA,Tanzania,Basic Health,COVID-19 control,420316.0,62830412,0.01
TZA,Tanzania,Government and Civil Society,Countering violent extremism,287241.0,62830412,0.00
TZA,Tanzania,Post-Secondary Education,Higher education,268163.0,62830412,0.00
TZA,Tanzania,Government and Civil Society,Anti-corruption organisations and institutions,185878.0,62830412,0.00
TZA,Tanzania,Government and Civil Society,Public sector policy and administrative management,182457.0,62830412,0.00
TZA,Tanzania,"Health, General",Health policy and administrative management,141408.0,62830412,0.00
TZA,Tanzania,Government and Civil Society,Legal and judicial development,136000.0,62830412,0.00
TZA,Tanzania,Other Multisector,Research/scientific institutions,135526.0,62830412,0.00
TZA,Tanzania,Government and Civil Society,Fight against transnational organised crime,84985.0,62830412,0.00
TZA,Tanzania,Government and Civil Society,Domestic revenue mobilisation,81374.0,62830412,0.00
TZA,Tanzania,General Environmental Protection,Environmental research,80148.0,62830412,0.00
TZA,Tanzania,Water Supply and Sanitation,Basic drinking water supply,32047.0,62830412,0.00
TZA,Tanzania,Trade Policy and Regulations,Trade policy and administrative management,10817.0,62830412,0.00
TZA,Tanzania,Administration and Oversight,Administration and Oversight,-318.0,62830412,-0.00
UGA,Uganda,Emergency Response,Relief co-ordination; protection and support services,51438525.0,45910930,1.12
UGA,Uganda,Emergency Response,Emergency food assistance,38406931.0,45910930,0.84
UGA,Uganda,Agriculture,Agricultural policy and administrative management,34768077.0,45910930,0.76
UGA,Uganda,Operating Expenses,Operating Expenses,19495600.0,45910930,0.42
UGA,Uganda,Water Supply and Sanitation,Basic drinking water supply and basic sanitation,9154533.0,45910930,0.20
UGA,Uganda,Basic Education,Primary education,7833112.0,45910930,0.17
UGA,Uganda,Basic Health,Malaria control,6164616.0,45910930,0.13
UGA,Uganda,General Environmental Protection,Environmental policy and administrative management,4380925.0,45910930,0.10
UGA,Uganda,Basic Health,COVID-19 control,4075543.0,45910930,0.09
UGA,Uganda,Government and Civil Society,Ending violence against women and girls,1957099.0,45910930,0.04
UGA,Uganda,General Environmental Protection,Bio-diversity,1816083.0,45910930,0.04
UGA,Uganda,Water Supply and Sanitation,Water sector policy and administrative management,1642426.0,45910930,0.04
UGA,Uganda,Government and Civil Society,Domestic revenue mobilisation,1553855.0,45910930,0.03
UGA,Uganda,Government and Civil Society,Public finance management,1224434.0,45910930,0.03
UGA,Uganda,Post-Secondary Education,Higher education,1142864.0,45910930,0.02
UGA,Uganda,Energy,Energy policy and administrative management,1140250.0,45910930,0.02
UGA,Uganda,Other Multisector,Multisector aid,999578.0,45910930,0.02
UGA,Uganda,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",958177.0,45910930,0.02
UGA,Uganda,Government and Civil Society,Democratic participation and civil society,721436.0,45910930,0.02
UGA,Uganda,Water Supply and Sanitation,Water supply and sanitation - large systems,700954.0,45910930,0.02
UGA,Uganda,Government and Civil Society,Human rights,696114.0,45910930,0.02
UGA,Uganda,Business and Other Services,Business Policy and Administation,600000.0,45910930,0.01
UGA,Uganda,Administration and Oversight,Administration and Oversight,259321.0,45910930,0.01
UGA,Uganda,Basic Health,Tuberculosis control,245521.0,45910930,0.01
UGA,Uganda,Government and Civil Society,Legal and judicial development,204221.0,45910930,0.00
UGA,Uganda,Program Design and Learning,Program Design and Learning,192274.0,45910930,0.00
UGA,Uganda,Government and Civil Society,Elections,177606.0,45910930,0.00
UGA,Uganda,Other Social Infrastructure and Services,Social Protection,144721.0,45910930,0.00
UGA,Uganda,Basic Health,Basic health care,129678.0,45910930,0.00
UGA,Uganda,Industry,Small and medium-sized enterprises (SME) development,124266.0,45910930,0.00
UGA,Uganda,Government and Civil Society,Countering violent extremism,120421.0,45910930,0.00
UGA,Uganda,"Health, General",Health policy and administrative management,93383.0,45910930,0.00
UGA,Uganda,General Environmental Protection,Environmental research,49905.0,45910930,0.00
UGA,Uganda,Trade Policy and Regulations,Trade facilitation,29921.0,45910930,0.00
UGA,Uganda,Government and Civil Society,Legislatures and political parties,18513.0,45910930,0.00
UGA,Uganda,"Maternal and Child Health, Family Planning",Family planning,-2147.0,45910930,-0.00
UGA,Uganda,Government and Civil Society,Decentralisation and support to subnational government,-28646.0,45910930,-0.00
UGA,Uganda,General Environmental Protection,Biosphere protection,-216048.0,45910930,-0.00
UGA,Uganda,Agriculture,Agricultural development,-590396.0,45910930,-0.01
UKR,Ukraine,Business and Other Services,Business Policy and Administation,25318483.0,44298640,0.57
UKR,Ukraine,Government and Civil Society,Democratic participation and civil society,18944540.0,44298640,0.43
UKR,Ukraine,Operating Expenses,Operating Expenses,18616066.0,44298640,0.42
UKR,Ukraine,Government and Civil Society,Decentralisation and support to subnational government,18112107.0,44298640,0.41
UKR,Ukraine,Government and Civil Society,Anti-corruption organisations and institutions,17420003.0,44298640,0.39
UKR,Ukraine,Other Multisector,Multisector aid,17386449.0,44298640,0.39
UKR,Ukraine,Government and Civil Society,Media and free flow of information,15180274.0,44298640,0.34
UKR,Ukraine,"Conflict, Peace, and Security",Security system management and reform,14921878.0,44298640,0.34
UKR,Ukraine,Energy,Energy policy and administrative management,12198642.0,44298640,0.28
UKR,Ukraine,Emergency Response,Relief co-ordination; protection and support services,12055531.0,44298640,0.27
UKR,Ukraine,Trade Policy and Regulations,Trade facilitation,10965395.0,44298640,0.25
UKR,Ukraine,Basic Health,COVID-19 control,8338436.0,44298640,0.19
UKR,Ukraine,Energy,Electric power transmission and distribution (centralised grids),6600759.0,44298640,0.15
UKR,Ukraine,Government and Civil Society,Legislatures and political parties,6588903.0,44298640,0.15
UKR,Ukraine,Government and Civil Society,Elections,5222034.0,44298640,0.12
UKR,Ukraine,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",5158120.0,44298640,0.12
UKR,Ukraine,Banking and Financial Services,Financial policy and administrative management,4954900.0,44298640,0.11
UKR,Ukraine,Government and Civil Society,Legal and judicial development,4205201.0,44298640,0.09
UKR,Ukraine,Government and Civil Society,Public sector policy and administrative management,3349289.0,44298640,0.08
UKR,Ukraine,Agriculture,Agricultural policy and administrative management,3150000.0,44298640,0.07
UKR,Ukraine,Government and Civil Society,Human rights,2430340.0,44298640,0.05
UKR,Ukraine,Other Social Infrastructure and Services,Employment Creation,2318773.0,44298640,0.05
UKR,Ukraine,Emergency Response,Emergency food assistance,2036711.0,44298640,0.05
UKR,Ukraine,Upper Secondary Education,Vocational training,1678346.0,44298640,0.04
UKR,Ukraine,Basic Health,Infectious disease control,430364.0,44298640,0.01
UKR,Ukraine,Disaster Prevention and Preparedness,Multi-hazard response preparedness,300776.0,44298640,0.01
UKR,Ukraine,Trade Policy and Regulations,Trade policy and administrative management,197072.0,44298640,0.00
UKR,Ukraine,General Environmental Protection,Environmental research,157278.0,44298640,0.00
UKR,Ukraine,Post-Secondary Education,Higher education,83340.0,44298640,0.00
UKR,Ukraine,Emergency Response,Material relief assistance and services,63571.0,44298640,0.00
UKR,Ukraine,Basic Education,Primary education,41300.0,44298640,0.00
UKR,Ukraine,Other Social Infrastructure and Services,Social Protection,28959.0,44298640,0.00
UKR,Ukraine,Program Design and Learning,Program Design and Learning,8907.0,44298640,0.00
UKR,Ukraine,Government and Civil Society,Public finance management,708.0,44298640,0.00
UZB,Uzbekistan,Basic Education,Basic life skills for adults,4395035.0,34243696,0.13
UZB,Uzbekistan,Business and Other Services,Business Policy and Administation,3986837.0,34243696,0.12
UZB,Uzbekistan,Government and Civil Society,Legal and judicial development,3901476.0,34243696,0.11
UZB,Uzbekistan,Other Multisector,Multisector aid,1966957.0,34243696,0.06
UZB,Uzbekistan,Operating Expenses,Operating Expenses,1827094.0,34243696,0.05
UZB,Uzbekistan,Government and Civil Society,Human rights,930826.0,34243696,0.03
UZB,Uzbekistan,Government and Civil Society,Democratic participation and civil society,893824.0,34243696,0.03
UZB,Uzbekistan,Post-Secondary Education,Higher education,693138.0,34243696,0.02
UZB,Uzbekistan,"Education, Level Unspecified",Education policy and administrative management,602706.0,34243696,0.02
UZB,Uzbekistan,"Education, Level Unspecified",Teacher training,592927.0,34243696,0.02
UZB,Uzbekistan,Other Multisector,Multisector education/training,540015.0,34243696,0.02
UZB,Uzbekistan,Basic Education,Primary education,539714.0,34243696,0.02
UZB,Uzbekistan,Trade Policy and Regulations,Trade facilitation,306208.0,34243696,0.01
UZB,Uzbekistan,"Conflict, Peace, and Security",Prevention of Violent Extremism,300000.0,34243696,0.01
UZB,Uzbekistan,"Education, Level Unspecified",Education facilities and training,209549.0,34243696,0.01
UZB,Uzbekistan,Government and Civil Society,Fight against transnational organised crime,187601.0,34243696,0.01
UZB,Uzbekistan,Government and Civil Society,Ending violence against women and girls,179560.0,34243696,0.01
UZB,Uzbekistan,Energy,Energy policy and administrative management,141194.0,34243696,0.00
UZB,Uzbekistan,Government and Civil Society,Public finance management,122535.0,34243696,0.00
UZB,Uzbekistan,Government and Civil Society,Media and free flow of information,117480.0,34243696,0.00
UZB,Uzbekistan,Business and Other Services,Business development services,80228.0,34243696,0.00
UZB,Uzbekistan,Upper Secondary Education,Vocational training,69568.0,34243696,0.00
UZB,Uzbekistan,Agriculture,Agricultural development,50000.0,34243696,0.00
UZB,Uzbekistan,Basic Health,COVID-19 control,25979.0,34243696,0.00
UZB,Uzbekistan,"Education, Level Unspecified",Educational research,1280.0,34243696,0.00
VCT,St. Vincent and Grenadines,Emergency Response,Relief co-ordination; protection and support services,303810.0,102841,2.95
VCT,St. Vincent and Grenadines,Emergency Response,Emergency food assistance,64085.0,102841,0.62
VEN,Venezuela,Emergency Response,Relief co-ordination; protection and support services,49660847.0,28237826,1.76
VEN,Venezuela,Government and Civil Society,Democratic participation and civil society,22939604.0,28237826,0.81
VEN,Venezuela,Basic Health,COVID-19 control,8604666.0,28237826,0.30
VEN,Venezuela,Government and Civil Society,Media and free flow of information,5116168.0,28237826,0.18
VEN,Venezuela,Government and Civil Society,Human rights,4620170.0,28237826,0.16
VEN,Venezuela,Operating Expenses,Operating Expenses,2286647.0,28237826,0.08
VEN,Venezuela,Government and Civil Society,Public finance management,1944165.0,28237826,0.07
VEN,Venezuela,Agriculture,Agricultural policy and administrative management,1534123.0,28237826,0.05
VEN,Venezuela,Other Multisector,Multisector aid,546864.0,28237826,0.02
VNM,Vietnam,General Environmental Protection,Environmental policy and administrative management,19709464.0,98935098,0.20
VNM,Vietnam,Operating Expenses,Operating Expenses,13093617.0,98935098,0.13
VNM,Vietnam,Government and Civil Society,Democratic participation and civil society,8768228.0,98935098,0.09
VNM,Vietnam,Other Social Infrastructure and Services,Social Protection,8387014.0,98935098,0.08
VNM,Vietnam,Trade Policy and Regulations,Trade facilitation,8079940.0,98935098,0.08
VNM,Vietnam,Energy,Energy policy and administrative management,5407967.0,98935098,0.05
VNM,Vietnam,Program Design and Learning,Program Design and Learning,3461115.0,98935098,0.03
VNM,Vietnam,Post-Secondary Education,Higher education,2658123.0,98935098,0.03
VNM,Vietnam,Basic Health,COVID-19 control,1970608.0,98935098,0.02
VNM,Vietnam,Emergency Response,Relief co-ordination; protection and support services,1936525.0,98935098,0.02
VNM,Vietnam,Government and Civil Society,Legal and judicial development,1213071.0,98935098,0.01
VNM,Vietnam,Disaster Prevention and Preparedness,Multi-hazard response preparedness,1097588.0,98935098,0.01
VNM,Vietnam,Business and Other Services,Business Policy and Administation,566514.0,98935098,0.01
VNM,Vietnam,Other Multisector,Multisector aid,209543.0,98935098,0.00
VNM,Vietnam,Post-Secondary Education,Advanced technical and managerial training,104229.0,98935098,0.00
VNM,Vietnam,Trade Policy and Regulations,Trade policy and administrative management,70673.0,98935098,0.00
VNM,Vietnam,General Environmental Protection,Bio-diversity,56922.0,98935098,0.00
VNM,Vietnam,General Environmental Protection,Biosphere protection,-181300.0,98935098,-0.00
VUT,Vanuatu,Emergency Response,Relief co-ordination; protection and support services,741449.0,305868,2.42
VUT,Vanuatu,Disaster Prevention and Preparedness,Multi-hazard response preparedness,122740.0,305868,0.40
WLD,World,HIV/AIDS,STD control including HIV/AIDS,2035308209.0,7920861888,0.26
WLD,World,Operating Expenses,Operating Expenses,1603063943.0,7920861888,0.20
WLD,World,Agriculture,Agricultural policy and administrative management,157126886.0,7920861888,0.02
WLD,World,Other Multisector,Multisector aid,156025270.0,7920861888,0.02
WLD,World,Basic Education,Primary education,120803909.0,7920861888,0.02
WLD,World,Emergency Response,Material relief assistance and services,95098298.0,7920861888,0.01
WLD,World,Disaster Prevention and Preparedness,Multi-hazard response preparedness,76699860.0,7920861888,0.01
WLD,World,Basic Health,COVID-19 control,75527821.0,7920861888,0.01
WLD,World,Emergency Response,Relief co-ordination; protection and support services,58375373.0,7920861888,0.01
WLD,World,Business and Other Services,Business Policy and Administation,49306946.0,7920861888,0.01
WLD,World,Government and Civil Society,Human rights,27423952.0,7920861888,0.00
WLD,World,Basic Education,Basic life skills for adults,23211581.0,7920861888,0.00
WLD,World,General Environmental Protection,Environmental policy and administrative management,20832010.0,7920861888,0.00
WLD,World,Post-Secondary Education,Higher education,15218914.0,7920861888,0.00
WLD,World,Government and Civil Society,Democratic participation and civil society,11610037.0,7920861888,0.00
WLD,World,Other Social Infrastructure and Services,Social Protection,10380010.0,7920861888,0.00
WLD,World,Emergency Response,Emergency food assistance,9061802.0,7920861888,0.00
WLD,World,Trade Policy and Regulations,Trade facilitation,8619897.0,7920861888,0.00
WLD,World,Water Supply and Sanitation,Water supply and sanitation - large systems,8104944.0,7920861888,0.00
WLD,World,Other Multisector,Research/scientific institutions,8027007.0,7920861888,0.00
WLD,World,"Conflict, Peace, and Security","Civilian peace-building, conflict prevention and resolution",7968385.0,7920861888,0.00
WLD,World,Energy,Energy policy and administrative management,7076345.0,7920861888,0.00
WLD,World,Other Multisector,Food security policy and administrative management,5752040.0,7920861888,0.00
WLD,World,Trade Policy and Regulations,Trade policy and administrative management,5440213.0,7920861888,0.00
