Country_Code,Country,US_Category,US_Sector,Total_Disbursement_USD,Population,Per_Capita_USD
IND,India,Economic Development,Private Sector Competitiveness,3268885.0,1414203896,0.00
IND,India,Economic Development,Macroeconomic Foundation for Growth,3263826.0,1414203896,0.00
IND,India,Environment,Clean Productive Environment,1345248.0,1414203896,0.00
IND,India,Education and Social Services,Basic Education,1239638.0,1414203896,0.00
IND,India,Humanitarian Assistance,"Protection, Assistance and Solutions",1198636.0,1414203896,0.00
IND,India,Health,Other Public Health Threats,882770.0,1414203896,0.00
IND,India,Economic Development,Financial Sector,836021.0,1414203896,0.00
IND,India,"Democracy, Human Rights, and Governance",Good Governance,548384.0,1414203896,0.00
IND,India,Health,Maternal and Child Health,538387.0,1414203896,0.00
IND,India,Program Support,Monitoring and Evaluation,388439.0,1414203896,0.00
IND,India,Humanitarian Assistance,Disaster Readiness,378269.0,1414203896,0.00
IND,India,Economic Development,Economic Opportunity,231712.0,1414203896,0.00
IND,India,Education and Social Services,Higher Education,200000.0,1414203896,0.00
IND,India,Environment,Environment - General,176254.0,1414203896,0.00
IND,India,Multi-sector,Multi-sector - Unspecified,145480.0,1414203896,0.00
IND,India,Economic Development,Agriculture,-136625.0,1414203896,-0.00
IRQ,Iraq,Humanitarian Assistance,"Protection, Assistance and Solutions",172453435.0,43071211,4.00
IRQ,Iraq,Peace and Security,Conflict Mitigation and Reconciliation,117962668.0,43071211,2.74
IRQ,Iraq,"Democracy, Human Rights, and Governance",Good Governance,41021983.0,43071211,0.95
IRQ,Iraq,Program Support,Direct Administrative Costs,18708880.0,43071211,0.43
IRQ,Iraq,Economic Development,Private Sector Competitiveness,9414863.0,43071211,0.22
IRQ,Iraq,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,8171786.0,43071211,0.19
IRQ,Iraq,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",7100000.0,43071211,0.16
IRQ,Iraq,Education and Social Services,Higher Education,6723679.0,43071211,0.16
IRQ,Iraq,Economic Development,Macroeconomic Foundation for Growth,5850000.0,43071211,0.14
IRQ,Iraq,Peace and Security,Stabilization Operations and Security Sector Reform,2028078.0,43071211,0.05
IRQ,Iraq,Health,Pandemic Influenza and Other Emerging Threats (PIOET),670000.0,43071211,0.02
IRQ,Iraq,Program Support,Monitoring and Evaluation,543989.0,43071211,0.01
IRQ,Iraq,Education and Social Services,Education and Social Services - General,168765.0,43071211,0.00
IRQ,Iraq,Multi-sector,Multi-sector - Unspecified,168502.0,43071211,0.00
IRQ,Iraq,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,102562.0,43071211,0.00
IRQ,Iraq,Humanitarian Assistance,Disaster Readiness,1043.0,43071211,0.00
IRQ,Iraq,Education and Social Services,Basic Education,-178849.0,43071211,-0.00
ISR,Israel,Health,Other Public Health Threats,747993.0,9371400,0.08
ISR,Israel,Economic Development,Agriculture,568083.0,9371400,0.06
ISR,Israel,Multi-sector,Multi-sector - Unspecified,468279.0,9371400,0.05
ISR,Israel,Education and Social Services,Higher Education,280433.0,9371400,0.03
ISR,Israel,Peace and Security,Conflict Mitigation and Reconciliation,236476.0,9371400,0.03
ISR,Israel,Environment,Environment - General,229847.0,9371400,0.02
ISR,Israel,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",160209.0,9371400,0.02
ISR,Israel,Health,Water Supply and Sanitation,110514.0,9371400,0.01
ISR,Israel,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,25440.0,9371400,0.00
ISR,Israel,Environment,Natural Resources and Biodiversity,14620.0,9371400,0.00
ISR,Israel,Program Support,Direct Administrative Costs,447.0,9371400,0.00
ITA,Italy,Health,Pandemic Influenza and Other Emerging Threats (PIOET),4996554.0,59133173,0.08
ITA,Italy,Humanitarian Assistance,"Protection, Assistance and Solutions",2000000.0,59133173,0.03
ITA,Italy,Health,Other Public Health Threats,1550000.0,59133173,0.03
JAM,Jamaica,Program Support,Direct Administrative Costs,3522132.0,2837682,1.24
JAM,Jamaica,"Democracy, Human Rights, and Governance",Civil Society,2666455.0,2837682,0.94
JAM,Jamaica,Education and Social Services,Basic Education,1232265.0,2837682,0.43
JAM,Jamaica,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,874243.0,2837682,0.31
JAM,Jamaica,Humanitarian Assistance,Disaster Readiness,517955.0,2837682,0.18
JAM,Jamaica,Health,Other Public Health Threats,414844.0,2837682,0.15
JAM,Jamaica,"Democracy, Human Rights, and Governance",Good Governance,338994.0,2837682,0.12
JAM,Jamaica,Education and Social Services,"Policies, Regulations, and Systems",320083.0,2837682,0.11
JAM,Jamaica,Economic Development,Private Sector Competitiveness,86221.0,2837682,0.03
JAM,Jamaica,Health,Pandemic Influenza and Other Emerging Threats (PIOET),35000.0,2837682,0.01
JAM,Jamaica,Environment,Natural Resources and Biodiversity,13600.0,2837682,0.00
JAM,Jamaica,Economic Development,Macroeconomic Foundation for Growth,-1078.0,2837682,-0.00
JOR,Jordan,Economic Development,Macroeconomic Foundation for Growth,613257947.0,11066356,55.42
JOR,Jordan,Education and Social Services,Basic Education,104480090.0,11066356,9.44
JOR,Jordan,Humanitarian Assistance,"Protection, Assistance and Solutions",81355960.0,11066356,7.35
JOR,Jordan,Health,Water Supply and Sanitation,57161760.0,11066356,5.17
JOR,Jordan,Economic Development,Private Sector Competitiveness,37864513.0,11066356,3.42
JOR,Jordan,Education and Social Services,"Policies, Regulations, and Systems",34648771.0,11066356,3.13
JOR,Jordan,Program Support,Direct Administrative Costs,24646292.0,11066356,2.23
JOR,Jordan,"Democracy, Human Rights, and Governance",Good Governance,18438838.0,11066356,1.67
JOR,Jordan,Health,Family Planning and Reproductive Health,16167205.0,11066356,1.46
JOR,Jordan,Health,Maternal and Child Health,8716796.0,11066356,0.79
JOR,Jordan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,7983012.0,11066356,0.72
JOR,Jordan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,7944903.0,11066356,0.72
JOR,Jordan,"Democracy, Human Rights, and Governance",Civil Society,2955301.0,11066356,0.27
JOR,Jordan,Health,Other Public Health Threats,2771547.0,11066356,0.25
JOR,Jordan,Health,Pandemic Influenza and Other Emerging Threats (PIOET),2295451.0,11066356,0.21
JOR,Jordan,Program Support,Monitoring and Evaluation,2150001.0,11066356,0.19
JOR,Jordan,Health,Nutrition,2140899.0,11066356,0.19
JOR,Jordan,Peace and Security,Conflict Mitigation and Reconciliation,1550000.0,11066356,0.14
JOR,Jordan,Humanitarian Assistance,Disaster Readiness,415181.0,11066356,0.04
JOR,Jordan,Environment,Clean Productive Environment,300000.0,11066356,0.03
JOR,Jordan,Economic Development,Trade and Investment,158423.0,11066356,0.01
JOR,Jordan,Multi-sector,Multi-sector - Unspecified,103929.0,11066356,0.01
JOR,Jordan,Economic Development,Infrastructure,100560.0,11066356,0.01
JOR,Jordan,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",81215.0,11066356,0.01
JOR,Jordan,Education and Social Services,Education and Social Services - General,4843.0,11066356,0.00
JOR,Jordan,Environment,Environment - General,2000.0,11066356,0.00
JPN,Japan,Humanitarian Assistance,Disaster Readiness,126448.0,125681593,0.00
KAZ,Kazakhstan,Program Support,Direct Administrative Costs,3571480.0,19743603,0.18
KAZ,Kazakhstan,"Democracy, Human Rights, and Governance",Civil Society,2057184.0,19743603,0.10
KAZ,Kazakhstan,Multi-sector,Multi-sector - Unspecified,1451659.0,19743603,0.07
KAZ,Kazakhstan,Economic Development,Infrastructure,996966.0,19743603,0.05
KAZ,Kazakhstan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,624321.0,19743603,0.03
KAZ,Kazakhstan,Education and Social Services,Higher Education,282839.0,19743603,0.01
KAZ,Kazakhstan,Education and Social Services,Education and Social Services - General,228593.0,19743603,0.01
KAZ,Kazakhstan,Peace and Security,Transnational Crime,136288.0,19743603,0.01
KAZ,Kazakhstan,Peace and Security,Peace and Security - General,111812.0,19743603,0.01
KAZ,Kazakhstan,Environment,Clean Productive Environment,110509.0,19743603,0.01
KAZ,Kazakhstan,Health,Pandemic Influenza and Other Emerging Threats (PIOET),73513.0,19743603,0.00
KAZ,Kazakhstan,Environment,Environment - General,46374.0,19743603,0.00
KAZ,Kazakhstan,Education and Social Services,Basic Education,39782.0,19743603,0.00
KEN,Kenya,Humanitarian Assistance,"Protection, Assistance and Solutions",59500777.0,53219166,1.12
KEN,Kenya,Economic Development,Agriculture,45118878.0,53219166,0.85
KEN,Kenya,Program Support,Direct Administrative Costs,28789253.0,53219166,0.54
KEN,Kenya,Health,Water Supply and Sanitation,11984753.0,53219166,0.23
KEN,Kenya,Education and Social Services,Basic Education,6611784.0,53219166,0.12
KEN,Kenya,Economic Development,Macroeconomic Foundation for Growth,6275560.0,53219166,0.12
KEN,Kenya,Economic Development,Private Sector Competitiveness,3280147.0,53219166,0.06
KEN,Kenya,"Democracy, Human Rights, and Governance",Civil Society,2372047.0,53219166,0.04
KEN,Kenya,Peace and Security,Conflict Mitigation and Reconciliation,1610115.0,53219166,0.03
KEN,Kenya,Peace and Security,Counter-Terrorism,1283372.0,53219166,0.02
KEN,Kenya,"Democracy, Human Rights, and Governance",Good Governance,988848.0,53219166,0.02
KEN,Kenya,Program Support,Monitoring and Evaluation,458286.0,53219166,0.01
KEN,Kenya,Health,Other Public Health Threats,418347.0,53219166,0.01
KEN,Kenya,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,361967.0,53219166,0.01
KEN,Kenya,Economic Development,Infrastructure,275523.0,53219166,0.01
KEN,Kenya,Environment,Clean Productive Environment,273480.0,53219166,0.01
KEN,Kenya,Education and Social Services,Higher Education,243009.0,53219166,0.00
KEN,Kenya,Multi-sector,Multi-sector - Unspecified,82500.0,53219166,0.00
KEN,Kenya,Health,Pandemic Influenza and Other Emerging Threats (PIOET),25532.0,53219166,0.00
KEN,Kenya,Health,HIV/AIDS,18280.0,53219166,0.00
KGZ,Kyrgyzstan,Economic Development,Private Sector Competitiveness,7592714.0,6851224,1.11
KGZ,Kyrgyzstan,Education and Social Services,Basic Education,5756478.0,6851224,0.84
KGZ,Kyrgyzstan,Program Support,Direct Administrative Costs,4308917.0,6851224,0.63
KGZ,Kyrgyzstan,"Democracy, Human Rights, and Governance",Good Governance,3970208.0,6851224,0.58
KGZ,Kyrgyzstan,"Democracy, Human Rights, and Governance",Civil Society,3458410.0,6851224,0.50
KGZ,Kyrgyzstan,Peace and Security,Conflict Mitigation and Reconciliation,2418393.0,6851224,0.35
KGZ,Kyrgyzstan,Multi-sector,Multi-sector - Unspecified,1558572.0,6851224,0.23
KGZ,Kyrgyzstan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1280268.0,6851224,0.19
KGZ,Kyrgyzstan,Peace and Security,Counter-Terrorism,687861.0,6851224,0.10
KGZ,Kyrgyzstan,Education and Social Services,Education and Social Services - General,590977.0,6851224,0.09
KGZ,Kyrgyzstan,Health,Nutrition,568090.0,6851224,0.08
KGZ,Kyrgyzstan,Education and Social Services,Higher Education,477547.0,6851224,0.07
KGZ,Kyrgyzstan,Health,Pandemic Influenza and Other Emerging Threats (PIOET),170000.0,6851224,0.02
KGZ,Kyrgyzstan,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",106861.0,6851224,0.02
KGZ,Kyrgyzstan,Program Support,Monitoring and Evaluation,89245.0,6851224,0.01
KGZ,Kyrgyzstan,Peace and Security,Transnational Crime,78332.0,6851224,0.01
KGZ,Kyrgyzstan,Economic Development,Economic Opportunity,26300.0,6851224,0.00
KGZ,Kyrgyzstan,Environment,Environment - General,15000.0,6851224,0.00
KGZ,Kyrgyzstan,Environment,Clean Productive Environment,4000.0,6851224,0.00
KGZ,Kyrgyzstan,Economic Development,Infrastructure,-48140.0,6851224,-0.01
KHM,Cambodia,"Democracy, Human Rights, and Governance",Civil Society,16099610.0,16974305,0.95
KHM,Cambodia,Economic Development,Macroeconomic Foundation for Growth,10294744.0,16974305,0.61
KHM,Cambodia,Program Support,Direct Administrative Costs,10196651.0,16974305,0.60
KHM,Cambodia,Economic Development,Agriculture,8457622.0,16974305,0.50
KHM,Cambodia,Education and Social Services,Basic Education,6908339.0,16974305,0.41
KHM,Cambodia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4067746.0,16974305,0.24
KHM,Cambodia,Health,Pandemic Influenza and Other Emerging Threats (PIOET),1126754.0,16974305,0.07
KHM,Cambodia,"Democracy, Human Rights, and Governance",Good Governance,878810.0,16974305,0.05
KHM,Cambodia,Multi-sector,Multi-sector - Unspecified,665182.0,16974305,0.04
KHM,Cambodia,Economic Development,Private Sector Competitiveness,633336.0,16974305,0.04
KHM,Cambodia,Health,Other Public Health Threats,616668.0,16974305,0.04
KHM,Cambodia,Humanitarian Assistance,Disaster Readiness,533972.0,16974305,0.03
KHM,Cambodia,Program Support,Monitoring and Evaluation,371675.0,16974305,0.02
KHM,Cambodia,Humanitarian Assistance,"Protection, Assistance and Solutions",173661.0,16974305,0.01
KHM,Cambodia,Health,Health - General,49376.0,16974305,0.00
KHM,Cambodia,Education and Social Services,"Policies, Regulations, and Systems",12918.0,16974305,0.00
KHM,Cambodia,Peace and Security,Transnational Crime,12844.0,16974305,0.00
KHM,Cambodia,Health,Water Supply and Sanitation,139.0,16974305,0.00
KHM,Cambodia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,-52510.0,16974305,-0.00
KOR,"Korea, Republic of",Humanitarian Assistance,Disaster Readiness,244992.0,51769539,0.00
KWT,Kuwait,Multi-sector,Multi-sector - Unspecified,898117.0,4360865,0.21
KWT,Kuwait,"Democracy, Human Rights, and Governance",Civil Society,129106.0,4360865,0.03
KWT,Kuwait,Economic Development,Labor Policies and Markets,123400.0,4360865,0.03
KWT,Kuwait,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,66688.0,4360865,0.02
KWT,Kuwait,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",52056.0,4360865,0.01
KWT,Kuwait,Economic Development,Trade and Investment,39830.0,4360865,0.01
LAO,Laos,Education and Social Services,Basic Education,5357289.0,7453194,0.72
LAO,Laos,Program Support,Direct Administrative Costs,3576670.0,7453194,0.48
LAO,Laos,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,3182345.0,7453194,0.43
LAO,Laos,Economic Development,Private Sector Competitiveness,2049999.0,7453194,0.28
LAO,Laos,Economic Development,Trade and Investment,1500000.0,7453194,0.20
LAO,Laos,Education and Social Services,"Policies, Regulations, and Systems",1328020.0,7453194,0.18
LAO,Laos,Economic Development,Infrastructure,884435.0,7453194,0.12
LAO,Laos,Health,Nutrition,873170.0,7453194,0.12
LAO,Laos,Health,Pandemic Influenza and Other Emerging Threats (PIOET),699882.0,7453194,0.09
LAO,Laos,"Democracy, Human Rights, and Governance",Civil Society,466299.0,7453194,0.06
LAO,Laos,Humanitarian Assistance,Disaster Readiness,428445.0,7453194,0.06
LAO,Laos,Multi-sector,Multi-sector - Unspecified,-129.0,7453194,-0.00
LBN,Lebanon,Humanitarian Assistance,"Protection, Assistance and Solutions",90920019.0,5718122,15.90
LBN,Lebanon,Education and Social Services,Higher Education,36667670.0,5718122,6.41
LBN,Lebanon,Economic Development,Private Sector Competitiveness,33438394.0,5718122,5.85
LBN,Lebanon,Health,Water Supply and Sanitation,21706952.0,5718122,3.80
LBN,Lebanon,"Democracy, Human Rights, and Governance",Good Governance,14390213.0,5718122,2.52
LBN,Lebanon,Program Support,Direct Administrative Costs,12119072.0,5718122,2.12
LBN,Lebanon,Education and Social Services,Basic Education,11121003.0,5718122,1.94
LBN,Lebanon,"Democracy, Human Rights, and Governance",Civil Society,4791129.0,5718122,0.84
LBN,Lebanon,Health,Other Public Health Threats,2005341.0,5718122,0.35
LBN,Lebanon,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2000000.0,5718122,0.35
LBN,Lebanon,Economic Development,Economic Opportunity,1007314.0,5718122,0.18
LBN,Lebanon,Multi-sector,Multi-sector - Unspecified,867274.0,5718122,0.15
LBN,Lebanon,Program Support,Monitoring and Evaluation,827637.0,5718122,0.14
LBN,Lebanon,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",344500.0,5718122,0.06
LBN,Lebanon,Peace and Security,Conflict Mitigation and Reconciliation,226315.0,5718122,0.04
LBN,Lebanon,Humanitarian Assistance,Disaster Readiness,180671.0,5718122,0.03
LBN,Lebanon,Economic Development,Trade and Investment,110959.0,5718122,0.02
LBN,Lebanon,Economic Development,Macroeconomic Foundation for Growth,58828.0,5718122,0.01
LBR,Liberia,Program Support,Direct Administrative Costs,20042014.0,5259323,3.81
LBR,Liberia,Education and Social Services,Basic Education,17325989.0,5259323,3.29
LBR,Liberia,"Democracy, Human Rights, and Governance",Good Governance,5275837.0,5259323,1.00
LBR,Liberia,Health,Water Supply and Sanitation,4872760.0,5259323,0.93
LBR,Liberia,Education and Social Services,"Policies, Regulations, and Systems",3899212.0,5259323,0.74
LBR,Liberia,Economic Development,Agriculture,3848859.0,5259323,0.73
LBR,Liberia,"Democracy, Human Rights, and Governance",Civil Society,2814381.0,5259323,0.54
LBR,Liberia,Economic Development,Private Sector Competitiveness,2687367.0,5259323,0.51
LBR,Liberia,Humanitarian Assistance,"Protection, Assistance and Solutions",2564704.0,5259323,0.49
LBR,Liberia,Economic Development,Infrastructure,1546784.0,5259323,0.29
LBR,Liberia,Economic Development,Macroeconomic Foundation for Growth,1470995.0,5259323,0.28
LBR,Liberia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,800300.0,5259323,0.15
LBR,Liberia,Education and Social Services,Higher Education,730319.0,5259323,0.14
LBR,Liberia,Peace and Security,Conflict Mitigation and Reconciliation,270996.0,5259323,0.05
LBR,Liberia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,193527.0,5259323,0.04
LBR,Liberia,Multi-sector,Multi-sector - Unspecified,75000.0,5259323,0.01
LBR,Liberia,Environment,Natural Resources and Biodiversity,16888.0,5259323,0.00
LBR,Liberia,Health,Maternal and Child Health,-852935.0,5259323,-0.16
LBY,Libya,Peace and Security,Conflict Mitigation and Reconciliation,20939682.0,7135175,2.93
LBY,Libya,"Democracy, Human Rights, and Governance",Good Governance,15160092.0,7135175,2.12
LBY,Libya,Humanitarian Assistance,"Protection, Assistance and Solutions",11619760.0,7135175,1.63
LBY,Libya,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,8522223.0,7135175,1.19
LBY,Libya,Economic Development,Macroeconomic Foundation for Growth,8381173.0,7135175,1.17
LBY,Libya,Program Support,Direct Administrative Costs,4278848.0,7135175,0.60
LBY,Libya,Education and Social Services,Education and Social Services - General,941922.0,7135175,0.13
LBY,Libya,Program Support,Monitoring and Evaluation,390000.0,7135175,0.05
LBY,Libya,"Democracy, Human Rights, and Governance",Civil Society,192000.0,7135175,0.03
LBY,Libya,Multi-sector,Multi-sector - Unspecified,105648.0,7135175,0.01
LBY,Libya,Humanitarian Assistance,Disaster Readiness,78650.0,7135175,0.01
LCN,Latin America and Caribbean Region,Humanitarian Assistance,Disaster Readiness,13586448.0,649234493,0.02
LCN,Latin America and Caribbean Region,Program Support,Direct Administrative Costs,7172900.0,649234493,0.01
LCN,Latin America and Caribbean Region,Education and Social Services,Basic Education,6329177.0,649234493,0.01
LCN,Latin America and Caribbean Region,Education and Social Services,Higher Education,4746313.0,649234493,0.01
LCN,Latin America and Caribbean Region,Economic Development,Macroeconomic Foundation for Growth,2748430.0,649234493,0.00
LCN,Latin America and Caribbean Region,"Democracy, Human Rights, and Governance",Good Governance,1709727.0,649234493,0.00
LCN,Latin America and Caribbean Region,Economic Development,Infrastructure,1560000.0,649234493,0.00
LCN,Latin America and Caribbean Region,"Democracy, Human Rights, and Governance",Civil Society,1348255.0,649234493,0.00
LCN,Latin America and Caribbean Region,Humanitarian Assistance,"Protection, Assistance and Solutions",1187981.0,649234493,0.00
LCN,Latin America and Caribbean Region,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,791627.0,649234493,0.00
LCN,Latin America and Caribbean Region,Economic Development,Private Sector Competitiveness,644625.0,649234493,0.00
LCN,Latin America and Caribbean Region,Program Support,Monitoring and Evaluation,634276.0,649234493,0.00
LCN,Latin America and Caribbean Region,Economic Development,Agriculture,355819.0,649234493,0.00
LCN,Latin America and Caribbean Region,Environment,Clean Productive Environment,-5516.0,649234493,-0.00
LKA,Sri Lanka,"Democracy, Human Rights, and Governance",Good Governance,13248842.0,22156000,0.60
LKA,Sri Lanka,Program Support,Direct Administrative Costs,7073525.0,22156000,0.32
LKA,Sri Lanka,Economic Development,Private Sector Competitiveness,5500350.0,22156000,0.25
LKA,Sri Lanka,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4721249.0,22156000,0.21
LKA,Sri Lanka,"Democracy, Human Rights, and Governance",Civil Society,3049132.0,22156000,0.14
LKA,Sri Lanka,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",2102497.0,22156000,0.09
LKA,Sri Lanka,Health,Pandemic Influenza and Other Emerging Threats (PIOET),1927179.0,22156000,0.09
LKA,Sri Lanka,Economic Development,Trade and Investment,1671208.0,22156000,0.08
LKA,Sri Lanka,Humanitarian Assistance,Disaster Readiness,1561591.0,22156000,0.07
LKA,Sri Lanka,Economic Development,Financial Sector,1546111.0,22156000,0.07
LKA,Sri Lanka,Economic Development,Macroeconomic Foundation for Growth,1328462.0,22156000,0.06
LKA,Sri Lanka,Peace and Security,Conflict Mitigation and Reconciliation,882214.0,22156000,0.04
LKA,Sri Lanka,Multi-sector,Multi-sector - Unspecified,580521.0,22156000,0.03
LKA,Sri Lanka,Peace and Security,Transnational Crime,540689.0,22156000,0.02
LKA,Sri Lanka,Peace and Security,Counter-Terrorism,455073.0,22156000,0.02
LKA,Sri Lanka,Program Support,Monitoring and Evaluation,222214.0,22156000,0.01
LKA,Sri Lanka,Education and Social Services,"Policies, Regulations, and Systems",157922.0,22156000,0.01
LKA,Sri Lanka,Economic Development,Infrastructure,116482.0,22156000,0.01
LKA,Sri Lanka,Environment,Clean Productive Environment,23380.0,22156000,0.00
LKA,Sri Lanka,Peace and Security,Stabilization Operations and Security Sector Reform,12775.0,22156000,0.00
LKA,Sri Lanka,Humanitarian Assistance,"Protection, Assistance and Solutions",8619.0,22156000,0.00
LSO,Lesotho,Humanitarian Assistance,"Protection, Assistance and Solutions",2396809.0,2261542,1.06
LSO,Lesotho,Multi-sector,Multi-sector - Unspecified,67815.0,2261542,0.03
LTU,Lithuania,Education and Social Services,Higher Education,120000.0,2808380,0.04
LTU,Lithuania,Multi-sector,Multi-sector - Unspecified,20000.0,2808380,0.01
LVA,Latvia,Education and Social Services,Higher Education,160000.0,1884490,0.08
LVA,Latvia,Program Support,Direct Administrative Costs,144991.0,1884490,0.08
MAR,Morocco,Peace and Security,Counter-Terrorism,5899705.0,36954442,0.16
MAR,Morocco,Program Support,Direct Administrative Costs,5548209.0,36954442,0.15
MAR,Morocco,Education and Social Services,Basic Education,3468576.0,36954442,0.09
MAR,Morocco,Economic Development,Private Sector Competitiveness,2561588.0,36954442,0.07
MAR,Morocco,"Democracy, Human Rights, and Governance",Civil Society,1333824.0,36954442,0.04
MAR,Morocco,Education and Social Services,Higher Education,1212868.0,36954442,0.03
MAR,Morocco,"Democracy, Human Rights, and Governance",Good Governance,1104141.0,36954442,0.03
MAR,Morocco,Multi-sector,Multi-sector - Unspecified,900959.0,36954442,0.02
MAR,Morocco,Economic Development,Labor Policies and Markets,837896.0,36954442,0.02
MAR,Morocco,Economic Development,Financial Sector,534756.0,36954442,0.01
MAR,Morocco,Health,Other Public Health Threats,439315.0,36954442,0.01
MAR,Morocco,Peace and Security,Conflict Mitigation and Reconciliation,296500.0,36954442,0.01
MAR,Morocco,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",213157.0,36954442,0.01
MAR,Morocco,Economic Development,Trade and Investment,209856.0,36954442,0.01
MAR,Morocco,Economic Development,Economic Development - General,152861.0,36954442,0.00
MAR,Morocco,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,128799.0,36954442,0.00
MAR,Morocco,Education and Social Services,Education and Social Services - General,83590.0,36954442,0.00
MAR,Morocco,Economic Development,Economic Opportunity,64734.0,36954442,0.00
MAR,Morocco,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,15660.0,36954442,0.00
MAR,Morocco,Environment,Natural Resources and Biodiversity,4500.0,36954442,0.00
MAR,Morocco,Program Support,Monitoring and Evaluation,3956.0,36954442,0.00
MAR,Morocco,Economic Development,Infrastructure,-1865.0,36954442,-0.00
MDA,Moldova,Economic Development,Private Sector Competitiveness,14245448.0,2595809,5.49
MDA,Moldova,"Democracy, Human Rights, and Governance",Good Governance,6311233.0,2595809,2.43
MDA,Moldova,Program Support,Direct Administrative Costs,5485641.0,2595809,2.11
MDA,Moldova,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4100657.0,2595809,1.58
MDA,Moldova,"Democracy, Human Rights, and Governance",Civil Society,3656209.0,2595809,1.41
MDA,Moldova,Economic Development,Financial Sector,1400202.0,2595809,0.54
MDA,Moldova,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1324289.0,2595809,0.51
MDA,Moldova,Multi-sector,Multi-sector - Unspecified,1165937.0,2595809,0.45
MDA,Moldova,Economic Development,Infrastructure,1071838.0,2595809,0.41
MDA,Moldova,Peace and Security,Stabilization Operations and Security Sector Reform,428989.0,2595809,0.17
MDA,Moldova,Peace and Security,Transnational Crime,54889.0,2595809,0.02
MDA,Moldova,Education and Social Services,Higher Education,41619.0,2595809,0.02
MDA,Moldova,Health,Pandemic Influenza and Other Emerging Threats (PIOET),31964.0,2595809,0.01
MDA,Moldova,Program Support,Monitoring and Evaluation,16000.0,2595809,0.01
MDG,Madagascar,Economic Development,Macroeconomic Foundation for Growth,8649326.0,29691083,0.29
MDG,Madagascar,Humanitarian Assistance,"Protection, Assistance and Solutions",7831644.0,29691083,0.26
MDG,Madagascar,Health,Water Supply and Sanitation,6563767.0,29691083,0.22
MDG,Madagascar,Program Support,Direct Administrative Costs,5421521.0,29691083,0.18
MDG,Madagascar,Health,Pandemic Influenza and Other Emerging Threats (PIOET),2864547.0,29691083,0.10
MDG,Madagascar,Environment,Clean Productive Environment,695658.0,29691083,0.02
MDG,Madagascar,"Democracy, Human Rights, and Governance",Good Governance,577534.0,29691083,0.02
MDG,Madagascar,Economic Development,Infrastructure,530680.0,29691083,0.02
MDG,Madagascar,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,192908.0,29691083,0.01
MDG,Madagascar,Multi-sector,Multi-sector - Unspecified,191666.0,29691083,0.01
MDV,Maldives,Health,Pandemic Influenza and Other Emerging Threats (PIOET),2390255.0,516154,4.63
MDV,Maldives,Peace and Security,Counter-Terrorism,177152.0,516154,0.34
MEX,Mexico,"Democracy, Human Rights, and Governance",Good Governance,12279808.0,127648148,0.10
MEX,Mexico,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,12059062.0,127648148,0.09
MEX,Mexico,Program Support,Direct Administrative Costs,5958584.0,127648148,0.05
MEX,Mexico,Economic Development,Macroeconomic Foundation for Growth,5128885.0,127648148,0.04
MEX,Mexico,Program Support,Monitoring and Evaluation,1660334.0,127648148,0.01
MEX,Mexico,"Democracy, Human Rights, and Governance",Civil Society,1375040.0,127648148,0.01
MEX,Mexico,Economic Development,Infrastructure,464032.0,127648148,0.00
MEX,Mexico,Humanitarian Assistance,Disaster Readiness,375506.0,127648148,0.00
MEX,Mexico,Health,Other Public Health Threats,246623.0,127648148,0.00
