Country_Code,Country,US_Category,US_Sector,Total_Disbursement_USD,Population,Per_Capita_USD
SDN,Sudan,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",3537652.0,48066924,0.07
SDN,Sudan,"Democracy, Human Rights, and Governance",Civil Society,2000000.0,48066924,0.04
SDN,Sudan,Humanitarian Assistance,Disaster Readiness,1699874.0,48066924,0.04
SDN,Sudan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1458790.0,48066924,0.03
SDN,Sudan,Education and Social Services,"Policies, Regulations, and Systems",1140637.0,48066924,0.02
SDN,Sudan,Health,Other Public Health Threats,618789.0,48066924,0.01
SDN,Sudan,Economic Development,Private Sector Competitiveness,413000.0,48066924,0.01
SDN,Sudan,Health,Water Supply and Sanitation,2946.0,48066924,0.00
SEN,Senegal,Education and Social Services,Basic Education,19965140.0,17220867,1.16
SEN,Senegal,Economic Development,Agriculture,19520548.0,17220867,1.13
SEN,Senegal,Program Support,Direct Administrative Costs,17803978.0,17220867,1.03
SEN,Senegal,Health,Water Supply and Sanitation,6316928.0,17220867,0.37
SEN,Senegal,Economic Development,Infrastructure,3162558.0,17220867,0.18
SEN,Senegal,"Democracy, Human Rights, and Governance",Good Governance,3058876.0,17220867,0.18
SEN,Senegal,Economic Development,Macroeconomic Foundation for Growth,2074403.0,17220867,0.12
SEN,Senegal,Economic Development,Trade and Investment,1815410.0,17220867,0.11
SEN,Senegal,Program Support,Monitoring and Evaluation,1100820.0,17220867,0.06
SEN,Senegal,Education and Social Services,Higher Education,993139.0,17220867,0.06
SEN,Senegal,Humanitarian Assistance,Disaster Readiness,856993.0,17220867,0.05
SEN,Senegal,Peace and Security,Conflict Mitigation and Reconciliation,649037.0,17220867,0.04
SEN,Senegal,"Democracy, Human Rights, and Governance",Civil Society,494598.0,17220867,0.03
SEN,Senegal,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,455133.0,17220867,0.03
SEN,Senegal,Humanitarian Assistance,"Protection, Assistance and Solutions",392682.0,17220867,0.02
SEN,Senegal,Multi-sector,Multi-sector - Unspecified,107825.0,17220867,0.01
SEN,Senegal,Environment,Natural Resources and Biodiversity,35485.0,17220867,0.00
SEN,Senegal,Health,Pandemic Influenza and Other Emerging Threats (PIOET),1539.0,17220867,0.00
SLB,Solomon Islands,Humanitarian Assistance,Disaster Readiness,658050.0,762591,0.86
SLB,Solomon Islands,Economic Development,Macroeconomic Foundation for Growth,359790.0,762591,0.47
SLB,Solomon Islands,Program Support,Direct Administrative Costs,111685.0,762591,0.15
SLE,Sierra Leone,Humanitarian Assistance,"Protection, Assistance and Solutions",4743720.0,8094602,0.59
SLE,Sierra Leone,"Democracy, Human Rights, and Governance",Good Governance,1230195.0,8094602,0.15
SLE,Sierra Leone,Program Support,Direct Administrative Costs,1000878.0,8094602,0.12
SLE,Sierra Leone,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,380673.0,8094602,0.05
SLE,Sierra Leone,Education and Social Services,Basic Education,250000.0,8094602,0.03
SLE,Sierra Leone,Economic Development,Agriculture,164844.0,8094602,0.02
SLE,Sierra Leone,Economic Development,Infrastructure,63573.0,8094602,0.01
SLE,Sierra Leone,Education and Social Services,"Policies, Regulations, and Systems",16040.0,8094602,0.00
SLE,Sierra Leone,Health,Maternal and Child Health,129.0,8094602,0.00
SLE,Sierra Leone,Health,Other Public Health Threats,-61.0,8094602,-0.00
SLV,El Salvador,"Democracy, Human Rights, and Governance",Good Governance,16470714.0,6255782,2.63
SLV,El Salvador,Program Support,Direct Administrative Costs,14156813.0,6255782,2.26
SLV,El Salvador,Humanitarian Assistance,"Protection, Assistance and Solutions",10412709.0,6255782,1.66
SLV,El Salvador,Economic Development,Private Sector Competitiveness,4078485.0,6255782,0.65
SLV,El Salvador,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2498210.0,6255782,0.40
SLV,El Salvador,Education and Social Services,Basic Education,2126360.0,6255782,0.34
SLV,El Salvador,Economic Development,Trade and Investment,1889300.0,6255782,0.30
SLV,El Salvador,"Democracy, Human Rights, and Governance",Civil Society,1825365.0,6255782,0.29
SLV,El Salvador,Economic Development,Macroeconomic Foundation for Growth,1429283.0,6255782,0.23
SLV,El Salvador,Humanitarian Assistance,Disaster Readiness,1337100.0,6255782,0.21
SLV,El Salvador,Economic Development,Economic Opportunity,574142.0,6255782,0.09
SLV,El Salvador,Economic Development,Agriculture,420042.0,6255782,0.07
SLV,El Salvador,Health,Other Public Health Threats,359868.0,6255782,0.06
SLV,El Salvador,Education and Social Services,Education and Social Services - General,122548.0,6255782,0.02
SLV,El Salvador,Economic Development,Financial Sector,80203.0,6255782,0.01
SLV,El Salvador,Environment,Environment,75600.0,6255782,0.01
SLV,El Salvador,Health,Pandemic Influenza and Other Emerging Threats (PIOET),34458.0,6255782,0.01
SLV,El Salvador,Program Support,Monitoring and Evaluation,25000.0,6255782,0.00
SLV,El Salvador,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,-14255.0,6255782,-0.00
SOM,Somalia,Humanitarian Assistance,"Protection, Assistance and Solutions",329770715.0,17271431,19.09
SOM,Somalia,Education and Social Services,Basic Education,18205671.0,17271431,1.05
SOM,Somalia,Economic Development,Agriculture,15347586.0,17271431,0.89
SOM,Somalia,Program Support,Direct Administrative Costs,12496188.0,17271431,0.72
SOM,Somalia,"Democracy, Human Rights, and Governance",Good Governance,9038154.0,17271431,0.52
SOM,Somalia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,5442823.0,17271431,0.32
SOM,Somalia,"Democracy, Human Rights, and Governance",Civil Society,2790114.0,17271431,0.16
SOM,Somalia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1923346.0,17271431,0.11
SOM,Somalia,Peace and Security,Counter-Terrorism,1387382.0,17271431,0.08
SOM,Somalia,Program Support,Monitoring and Evaluation,752448.0,17271431,0.04
SOM,Somalia,Education and Social Services,Higher Education,501909.0,17271431,0.03
SOM,Somalia,Economic Development,Infrastructure,176899.0,17271431,0.01
SOM,Somalia,Economic Development,Private Sector Competitiveness,98134.0,17271431,0.01
SOM,Somalia,Environment,Natural Resources and Biodiversity,17312.0,17271431,0.00
SOM,Somalia,Peace and Security,Conflict Mitigation and Reconciliation,3573.0,17271431,0.00
SRB,Serbia,Program Support,Direct Administrative Costs,8119520.0,6834326,1.19
SRB,Serbia,Economic Development,Private Sector Competitiveness,5395158.0,6834326,0.79
SRB,Serbia,"Democracy, Human Rights, and Governance",Good Governance,5293382.0,6834326,0.77
SRB,Serbia,"Democracy, Human Rights, and Governance",Civil Society,3202860.0,6834326,0.47
SRB,Serbia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2709686.0,6834326,0.40
SRB,Serbia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1784161.0,6834326,0.26
SRB,Serbia,Multi-sector,Multi-sector - Unspecified,990704.0,6834326,0.14
SRB,Serbia,Health,Pandemic Influenza and Other Emerging Threats (PIOET),401064.0,6834326,0.06
SRB,Serbia,Economic Development,Infrastructure,216640.0,6834326,0.03
SRB,Serbia,Education and Social Services,Higher Education,132787.0,6834326,0.02
SRB,Serbia,Education and Social Services,"Policies, Regulations, and Systems",76446.0,6834326,0.01
SRB,Serbia,Program Support,Monitoring and Evaluation,64758.0,6834326,0.01
SRB,Serbia,Education and Social Services,Social Services,46981.0,6834326,0.01
SRB,Serbia,Education and Social Services,Basic Education,9463.0,6834326,0.00
SRB,Serbia,Economic Development,Agriculture,6520.0,6834326,0.00
SSD,South Sudan,Humanitarian Assistance,"Protection, Assistance and Solutions",463708143.0,10865780,42.68
SSD,South Sudan,Program Support,Direct Administrative Costs,44986715.0,10865780,4.14
SSD,South Sudan,Peace and Security,Conflict Mitigation and Reconciliation,11762026.0,10865780,1.08
SSD,South Sudan,Education and Social Services,Basic Education,11468599.0,10865780,1.06
SSD,South Sudan,Economic Development,Agriculture,7484452.0,10865780,0.69
SSD,South Sudan,"Democracy, Human Rights, and Governance",Civil Society,6267907.0,10865780,0.58
SSD,South Sudan,Health,Water Supply and Sanitation,5412707.0,10865780,0.50
SSD,South Sudan,Economic Development,Infrastructure,3549818.0,10865780,0.33
SSD,South Sudan,Economic Development,Macroeconomic Foundation for Growth,1936404.0,10865780,0.18
SSD,South Sudan,Health,Pandemic Influenza and Other Emerging Threats (PIOET),870979.0,10865780,0.08
SSD,South Sudan,"Democracy, Human Rights, and Governance",Good Governance,702981.0,10865780,0.06
SSD,South Sudan,Peace and Security,Stabilization Operations and Security Sector Reform,289797.0,10865780,0.03
SSD,South Sudan,Education and Social Services,Higher Education,151461.0,10865780,0.01
SSD,South Sudan,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,117779.0,10865780,0.01
SSD,South Sudan,Humanitarian Assistance,Disaster Readiness,91015.0,10865780,0.01
SSD,South Sudan,Economic Development,Private Sector Competitiveness,16443.0,10865780,0.00
SSD,South Sudan,Environment,Environment,12500.0,10865780,0.00
STP,Sao Tome and Principe,Environment,Natural Resources and Biodiversity,31686.0,221961,0.14
SUR,Suriname,Environment,Clean Productive Environment,150000.0,617896,0.24
SVN,Slovenia,Program Support,Direct Administrative Costs,154376.0,2108079,0.07
SWZ,Eswatini,Health,HIV/AIDS,1710473.0,1206593,1.42
SWZ,Eswatini,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,250000.0,1206593,0.21
SWZ,Eswatini,Economic Development,Economic Development - General,46747.0,1206593,0.04
SWZ,Eswatini,Multi-sector,Multi-sector - Unspecified,26994.0,1206593,0.02
SYC,Seychelles,Environment,Natural Resources and Biodiversity,2500.0,99258,0.03
SYR,Syria,Humanitarian Assistance,"Protection, Assistance and Solutions",741949104.0,21628839,34.30
SYR,Syria,Peace and Security,Conflict Mitigation and Reconciliation,25086176.0,21628839,1.16
SYR,Syria,Program Support,Direct Administrative Costs,6268530.0,21628839,0.29
SYR,Syria,Peace and Security,Stabilization Operations and Security Sector Reform,689555.0,21628839,0.03
SYR,Syria,Education and Social Services,Basic Education,339363.0,21628839,0.02
TCD,Chad,Humanitarian Assistance,"Protection, Assistance and Solutions",39934051.0,17828273,2.24
TCD,Chad,"Democracy, Human Rights, and Governance",Civil Society,2010070.0,17828273,0.11
TCD,Chad,Program Support,Direct Administrative Costs,491892.0,17828273,0.03
TCD,Chad,"Democracy, Human Rights, and Governance",Good Governance,490833.0,17828273,0.03
TCD,Chad,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,230000.0,17828273,0.01
TCD,Chad,Peace and Security,Transnational Crime,200000.0,17828273,0.01
TCD,Chad,Economic Development,Economic Development - General,144904.0,17828273,0.01
TCD,Chad,Multi-sector,Multi-sector - Unspecified,93990.0,17828273,0.01
TCD,Chad,Environment,Natural Resources and Biodiversity,12920.0,17828273,0.00
TGO,Togo,Multi-sector,Multi-sector - Unspecified,325000.0,8878379,0.04
TGO,Togo,Health,Water Supply and Sanitation,19906.0,8878379,0.00
THA,Thailand,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4866972.0,71727332,0.07
THA,Thailand,Program Support,Direct Administrative Costs,1953615.0,71727332,0.03
THA,Thailand,Health,Pandemic Influenza and Other Emerging Threats (PIOET),1031966.0,71727332,0.01
THA,Thailand,Peace and Security,Conflict Mitigation and Reconciliation,755781.0,71727332,0.01
THA,Thailand,Humanitarian Assistance,Disaster Readiness,251790.0,71727332,0.00
THA,Thailand,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,56819.0,71727332,0.00
THA,Thailand,Economic Development,Macroeconomic Foundation for Growth,50000.0,71727332,0.00
THA,Thailand,"Democracy, Human Rights, and Governance",Civil Society,42728.0,71727332,0.00
TJK,Tajikistan,Economic Development,Agriculture,5596647.0,9966908,0.56
TJK,Tajikistan,Education and Social Services,Basic Education,5396978.0,9966908,0.54
TJK,Tajikistan,Health,Water Supply and Sanitation,2626895.0,9966908,0.26
TJK,Tajikistan,Program Support,Direct Administrative Costs,2525596.0,9966908,0.25
TJK,Tajikistan,Economic Development,Private Sector Competitiveness,2503133.0,9966908,0.25
TJK,Tajikistan,Economic Development,Infrastructure,1669209.0,9966908,0.17
TJK,Tajikistan,"Democracy, Human Rights, and Governance",Good Governance,1352370.0,9966908,0.14
TJK,Tajikistan,Peace and Security,Stabilization Operations and Security Sector Reform,1130714.0,9966908,0.11
TJK,Tajikistan,"Democracy, Human Rights, and Governance",Civil Society,824398.0,9966908,0.08
TJK,Tajikistan,Multi-sector,Multi-sector - Unspecified,602849.0,9966908,0.06
TJK,Tajikistan,Economic Development,Financial Sector,504345.0,9966908,0.05
TJK,Tajikistan,Education and Social Services,Higher Education,354090.0,9966908,0.04
TJK,Tajikistan,Peace and Security,Transnational Crime,251267.0,9966908,0.03
TJK,Tajikistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,194726.0,9966908,0.02
TJK,Tajikistan,Education and Social Services,Education and Social Services - General,105947.0,9966908,0.01
TJK,Tajikistan,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",21375.0,9966908,0.00
TJK,Tajikistan,Environment,Environment - General,17010.0,9966908,0.00
TJK,Tajikistan,Education and Social Services,Social Services,4460.0,9966908,0.00
TJK,Tajikistan,Peace and Security,Counter-Terrorism,2707.0,9966908,0.00
TJK,Tajikistan,Program Support,Monitoring and Evaluation,66.0,9966908,0.00
TKM,Turkmenistan,Economic Development,Private Sector Competitiveness,1209639.0,7092043,0.17
TKM,Turkmenistan,Education and Social Services,Higher Education,550593.0,7092043,0.08
TKM,Turkmenistan,"Democracy, Human Rights, and Governance",Good Governance,542777.0,7092043,0.08
TKM,Turkmenistan,Program Support,Direct Administrative Costs,487097.0,7092043,0.07
TKM,Turkmenistan,"Democracy, Human Rights, and Governance",Civil Society,315902.0,7092043,0.04
TKM,Turkmenistan,Economic Development,Financial Sector,260000.0,7092043,0.04
TKM,Turkmenistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,136824.0,7092043,0.02
TKM,Turkmenistan,Education and Social Services,Basic Education,119447.0,7092043,0.02
TKM,Turkmenistan,Multi-sector,Multi-sector - Unspecified,85547.0,7092043,0.01
TKM,Turkmenistan,Economic Development,Trade and Investment,70574.0,7092043,0.01
TKM,Turkmenistan,Education and Social Services,Education and Social Services - General,67507.0,7092043,0.01
TLS,Timor-Leste,Program Support,Direct Administrative Costs,6371961.0,1350139,4.72
TLS,Timor-Leste,"Democracy, Human Rights, and Governance",Good Governance,5842876.0,1350139,4.33
TLS,Timor-Leste,Economic Development,Private Sector Competitiveness,3455407.0,1350139,2.56
TLS,Timor-Leste,"Democracy, Human Rights, and Governance",Civil Society,1229781.0,1350139,0.91
TLS,Timor-Leste,Economic Development,Infrastructure,826436.0,1350139,0.61
TLS,Timor-Leste,Peace and Security,Conflict Mitigation and Reconciliation,563489.0,1350139,0.42
TLS,Timor-Leste,Humanitarian Assistance,Disaster Readiness,394772.0,1350139,0.29
TLS,Timor-Leste,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,378216.0,1350139,0.28
TLS,Timor-Leste,Economic Development,Agriculture,60000.0,1350139,0.04
TLS,Timor-Leste,Multi-sector,Multi-sector - Unspecified,30000.0,1350139,0.02
TLS,Timor-Leste,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,23616.0,1350139,0.02
TON,Tonga,Humanitarian Assistance,Disaster Readiness,390424.0,105490,3.70
TON,Tonga,Humanitarian Assistance,"Protection, Assistance and Solutions",80873.0,105490,0.77
TTO,Trinidad and Tobago,Humanitarian Assistance,Disaster Readiness,386279.0,1367558,0.28
TTO,Trinidad and Tobago,Environment,Natural Resources and Biodiversity,45370.0,1367558,0.03
TTO,Trinidad and Tobago,Multi-sector,Multi-sector - Unspecified,9650.0,1367558,0.01
TUN,Tunisia,Economic Development,Private Sector Competitiveness,20684350.0,12048622,1.72
TUN,Tunisia,"Democracy, Human Rights, and Governance",Good Governance,17495524.0,12048622,1.45
TUN,Tunisia,Economic Development,Macroeconomic Foundation for Growth,14318967.0,12048622,1.19
TUN,Tunisia,"Democracy, Human Rights, and Governance",Civil Society,10649169.0,12048622,0.88
TUN,Tunisia,Health,Other Public Health Threats,8867926.0,12048622,0.74
TUN,Tunisia,Program Support,Direct Administrative Costs,4341970.0,12048622,0.36
TUN,Tunisia,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2467338.0,12048622,0.20
TUN,Tunisia,Multi-sector,Multi-sector - Unspecified,1586919.0,12048622,0.13
TUN,Tunisia,Economic Development,Agriculture,1292153.0,12048622,0.11
TUN,Tunisia,Economic Development,Economic Opportunity,1055330.0,12048622,0.09
TUN,Tunisia,Economic Development,Labor Policies and Markets,931600.0,12048622,0.08
TUN,Tunisia,Economic Development,Trade and Investment,900000.0,12048622,0.07
TUN,Tunisia,Economic Development,Infrastructure,590410.0,12048622,0.05
TUN,Tunisia,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",500000.0,12048622,0.04
TUN,Tunisia,Education and Social Services,Higher Education,420614.0,12048622,0.03
TUN,Tunisia,Economic Development,Financial Sector,332724.0,12048622,0.03
TUN,Tunisia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,330518.0,12048622,0.03
TUN,Tunisia,Peace and Security,Counter-Terrorism,267235.0,12048622,0.02
TUN,Tunisia,Health,Health - General,217593.0,12048622,0.02
TUN,Tunisia,Education and Social Services,Basic Education,141391.0,12048622,0.01
TUN,Tunisia,Peace and Security,Conflict Mitigation and Reconciliation,97001.0,12048622,0.01
TUN,Tunisia,Education and Social Services,Education and Social Services - General,88323.0,12048622,0.01
TUN,Tunisia,Economic Development,Economic Development - General,7415.0,12048622,0.00
TUN,Tunisia,Environment,Environment - General,6250.0,12048622,0.00
TUN,Tunisia,Program Support,Monitoring and Evaluation,3587.0,12048622,0.00
TUR,Turkey,Humanitarian Assistance,"Protection, Assistance and Solutions",12649628.0,84147318,0.15
TUR,Turkey,Program Support,Direct Administrative Costs,821661.0,84147318,0.01
TUR,Turkey,Environment,Clean Productive Environment,11900.0,84147318,0.00
TUR,Turkey,Economic Development,Economic Opportunity,3840.0,84147318,0.00
TZA,Tanzania,Economic Development,Agriculture,19581504.0,62830412,0.31
TZA,Tanzania,Program Support,Direct Administrative Costs,17051659.0,62830412,0.27
TZA,Tanzania,Education and Social Services,Basic Education,16557064.0,62830412,0.26
TZA,Tanzania,Humanitarian Assistance,"Protection, Assistance and Solutions",14362057.0,62830412,0.23
TZA,Tanzania,Economic Development,Macroeconomic Foundation for Growth,7778206.0,62830412,0.12
TZA,Tanzania,Health,Water Supply and Sanitation,6094244.0,62830412,0.10
TZA,Tanzania,"Democracy, Human Rights, and Governance",Civil Society,4951650.0,62830412,0.08
TZA,Tanzania,Economic Development,Infrastructure,3924771.0,62830412,0.06
TZA,Tanzania,Health,HIV/AIDS,3626741.0,62830412,0.06
TZA,Tanzania,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,2628238.0,62830412,0.04
TZA,Tanzania,Environment,Clean Productive Environment,1400329.0,62830412,0.02
TZA,Tanzania,Program Support,Monitoring and Evaluation,764410.0,62830412,0.01
TZA,Tanzania,"Democracy, Human Rights, and Governance",Good Governance,602742.0,62830412,0.01
TZA,Tanzania,Peace and Security,Counter-Terrorism,287241.0,62830412,0.00
TZA,Tanzania,Education and Social Services,Higher Education,268163.0,62830412,0.00
TZA,Tanzania,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,136000.0,62830412,0.00
TZA,Tanzania,Peace and Security,Transnational Crime,84985.0,62830412,0.00
TZA,Tanzania,Multi-sector,Multi-sector - Unspecified,55959.0,62830412,0.00
TZA,Tanzania,Economic Development,Trade and Investment,10817.0,62830412,0.00
TZA,Tanzania,Health,Pandemic Influenza and Other Emerging Threats (PIOET),664.0,62830412,0.00
UGA,Uganda,Humanitarian Assistance,"Protection, Assistance and Solutions",94040281.0,45910930,2.05
UGA,Uganda,Economic Development,Agriculture,32521072.0,45910930,0.71
UGA,Uganda,Program Support,Direct Administrative Costs,22429996.0,45910930,0.49
UGA,Uganda,Health,Water Supply and Sanitation,11531073.0,45910930,0.25
UGA,Uganda,Education and Social Services,Basic Education,8064669.0,45910930,0.18
UGA,Uganda,Health,Malaria,6161996.0,45910930,0.13
UGA,Uganda,Economic Development,Macroeconomic Foundation for Growth,4694590.0,45910930,0.10
UGA,Uganda,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,2857434.0,45910930,0.06
UGA,Uganda,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1540770.0,45910930,0.03
UGA,Uganda,Environment,Clean Productive Environment,1315700.0,45910930,0.03
UGA,Uganda,Education and Social Services,Higher Education,1142864.0,45910930,0.02
UGA,Uganda,Economic Development,Infrastructure,1140250.0,45910930,0.02
UGA,Uganda,"Democracy, Human Rights, and Governance",Civil Society,1043014.0,45910930,0.02
UGA,Uganda,Peace and Security,Conflict Mitigation and Reconciliation,958177.0,45910930,0.02
UGA,Uganda,Economic Development,Private Sector Competitiveness,600000.0,45910930,0.01
UGA,Uganda,"Democracy, Human Rights, and Governance",Good Governance,497957.0,45910930,0.01
UGA,Uganda,Program Support,Monitoring and Evaluation,319533.0,45910930,0.01
UGA,Uganda,Health,Tuberculosis,245521.0,45910930,0.01
UGA,Uganda,Education and Social Services,"Policies, Regulations, and Systems",144721.0,45910930,0.00
UGA,Uganda,Health,Other Public Health Threats,129678.0,45910930,0.00
UGA,Uganda,Economic Development,Economic Opportunity,124266.0,45910930,0.00
UGA,Uganda,Peace and Security,Counter-Terrorism,120421.0,45910930,0.00
UGA,Uganda,Health,Pandemic Influenza and Other Emerging Threats (PIOET),111889.0,45910930,0.00
UGA,Uganda,Multi-sector,Multi-sector - Unspecified,60000.0,45910930,0.00
UGA,Uganda,Economic Development,Trade and Investment,29921.0,45910930,0.00
UGA,Uganda,Health,Family Planning and Reproductive Health,-2147.0,45910930,-0.00
UKR,Ukraine,"Democracy, Human Rights, and Governance",Good Governance,60651284.0,44298640,1.37
UKR,Ukraine,Economic Development,Private Sector Competitiveness,29315602.0,44298640,0.66
UKR,Ukraine,Program Support,Direct Administrative Costs,23147610.0,44298640,0.52
UKR,Ukraine,Humanitarian Assistance,"Protection, Assistance and Solutions",22453689.0,44298640,0.51
UKR,Ukraine,"Democracy, Human Rights, and Governance",Civil Society,19268417.0,44298640,0.43
UKR,Ukraine,Economic Development,Infrastructure,18799401.0,44298640,0.42
UKR,Ukraine,Peace and Security,Peace and Security - General,14310853.0,44298640,0.32
UKR,Ukraine,Multi-sector,Multi-sector - Unspecified,11780888.0,44298640,0.27
UKR,Ukraine,Economic Development,Trade and Investment,11162467.0,44298640,0.25
UKR,Ukraine,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,6311664.0,44298640,0.14
UKR,Ukraine,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,5222034.0,44298640,0.12
UKR,Ukraine,Peace and Security,Conflict Mitigation and Reconciliation,5158120.0,44298640,0.12
UKR,Ukraine,Economic Development,Financial Sector,4954896.0,44298640,0.11
UKR,Ukraine,Economic Development,Agriculture,3150000.0,44298640,0.07
UKR,Ukraine,Program Support,Monitoring and Evaluation,1240206.0,44298640,0.03
UKR,Ukraine,Peace and Security,Stabilization Operations and Security Sector Reform,611025.0,44298640,0.01
UKR,Ukraine,Health,Maternal and Child Health,430364.0,44298640,0.01
UKR,Ukraine,Humanitarian Assistance,Disaster Readiness,300776.0,44298640,0.01
UKR,Ukraine,Education and Social Services,Higher Education,83340.0,44298640,0.00
UKR,Ukraine,Education and Social Services,Basic Education,41300.0,44298640,0.00
UKR,Ukraine,Health,Pandemic Influenza and Other Emerging Threats (PIOET),40560.0,44298640,0.00
UKR,Ukraine,Education and Social Services,"Policies, Regulations, and Systems",28959.0,44298640,0.00
UZB,Uzbekistan,Education and Social Services,Basic Education,5235660.0,34243696,0.15
UZB,Uzbekistan,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4961863.0,34243696,0.14
UZB,Uzbekistan,Economic Development,Private Sector Competitiveness,4058265.0,34243696,0.12
UZB,Uzbekistan,Program Support,Direct Administrative Costs,2879322.0,34243696,0.08
UZB,Uzbekistan,Multi-sector,Multi-sector - Unspecified,1401744.0,34243696,0.04
UZB,Uzbekistan,Education and Social Services,Education and Social Services - General,1226839.0,34243696,0.04
UZB,Uzbekistan,"Democracy, Human Rights, and Governance",Civil Society,1003304.0,34243696,0.03
UZB,Uzbekistan,Education and Social Services,Higher Education,694418.0,34243696,0.02
UZB,Uzbekistan,Economic Development,Trade and Investment,306208.0,34243696,0.01
UZB,Uzbekistan,Peace and Security,Peace and Security - General,300000.0,34243696,0.01
UZB,Uzbekistan,Peace and Security,Transnational Crime,187601.0,34243696,0.01
UZB,Uzbekistan,Economic Development,Infrastructure,141194.0,34243696,0.00
UZB,Uzbekistan,"Democracy, Human Rights, and Governance",Good Governance,130535.0,34243696,0.00
UZB,Uzbekistan,Economic Development,Agriculture,50000.0,34243696,0.00
UZB,Uzbekistan,"Democracy, Human Rights, and Governance","Democracy, Human Rights, and Governance - General",49999.0,34243696,0.00
UZB,Uzbekistan,Health,Pandemic Influenza and Other Emerging Threats (PIOET),25979.0,34243696,0.00
UZB,Uzbekistan,Economic Development,Economic Opportunity,8800.0,34243696,0.00
VCT,St. Vincent and Grenadines,Humanitarian Assistance,"Protection, Assistance and Solutions",367895.0,102841,3.58
VEN,Venezuela,Humanitarian Assistance,"Protection, Assistance and Solutions",58265513.0,28237826,2.06
VEN,Venezuela,"Democracy, Human Rights, and Governance",Good Governance,25426250.0,28237826,0.90
VEN,Venezuela,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,4620170.0,28237826,0.16
VEN,Venezuela,Program Support,Direct Administrative Costs,2833511.0,28237826,0.10
VEN,Venezuela,"Democracy, Human Rights, and Governance",Civil Society,2629522.0,28237826,0.09
VEN,Venezuela,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1944165.0,28237826,0.07
VEN,Venezuela,Economic Development,Agriculture,1534123.0,28237826,0.05
VNM,Vietnam,Economic Development,Macroeconomic Foundation for Growth,21968424.0,98935098,0.22
VNM,Vietnam,Program Support,Direct Administrative Costs,13920965.0,98935098,0.14
VNM,Vietnam,Education and Social Services,"Policies, Regulations, and Systems",8387014.0,98935098,0.08
VNM,Vietnam,Economic Development,Trade and Investment,8231405.0,98935098,0.08
VNM,Vietnam,Economic Development,Infrastructure,5407967.0,98935098,0.05
VNM,Vietnam,"Democracy, Human Rights, and Governance",Good Governance,5021687.0,98935098,0.05
VNM,Vietnam,"Democracy, Human Rights, and Governance",Civil Society,4267124.0,98935098,0.04
VNM,Vietnam,Education and Social Services,Higher Education,2762352.0,98935098,0.03
VNM,Vietnam,Health,Pandemic Influenza and Other Emerging Threats (PIOET),1970608.0,98935098,0.02
VNM,Vietnam,Humanitarian Assistance,"Protection, Assistance and Solutions",1936525.0,98935098,0.02
VNM,Vietnam,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1213071.0,98935098,0.01
VNM,Vietnam,Humanitarian Assistance,Disaster Readiness,1097588.0,98935098,0.01
VNM,Vietnam,Economic Development,Private Sector Competitiveness,547682.0,98935098,0.01
VNM,Vietnam,Environment,Natural Resources and Biodiversity,56922.0,98935098,0.00
VNM,Vietnam,Multi-sector,Multi-sector - Unspecified,1807.0,98935098,0.00
VNM,Vietnam,Environment,Clean Productive Environment,-181300.0,98935098,-0.00
VUT,Vanuatu,Humanitarian Assistance,"Protection, Assistance and Solutions",741449.0,305868,2.42
VUT,Vanuatu,Humanitarian Assistance,Disaster Readiness,122740.0,305868,0.40
WLD,World,Health,HIV/AIDS,2032268767.0,7920861888,0.26
