artist_name,country,Location Reason,Author Background,birth_date,death_date,birth_place,work_title,work_url,source,,tags,More info,Public Domain?,iso3,image_path,is_local
Rose Maynard Barton,Ireland,,,1856-04-21,1929-01-01,County Tipperary,Almond Blossom in London,https://commons.wikimedia.org/wiki/Special:FilePath/Rose%20Barton%20-%20Almond%20Blossom%20in%20London.jpg,Wiki Commons,,,,,IRL,https://upload.wikimedia.org/wikipedia/commons/2/2b/Rose_Barton_-_Almond_Blossom_in_London.jpg,false
,Israel,,,,,,,https://www.flickr.com/photos/nationalarchives/8531243162/in/album-72157632852167515,Flickr Commons,,,,,ISR,https://live.staticflickr.com/8226/8531243162_3e72a3d719_b.jpg,false
"J. Alden Weir, born West Point, NY 1852-died New York City 1919",Italy,,,,,,At the Water Trough,https://ids.si.edu/ids/deliveryService?id=SAAM-1978.125_1,smithsonian,,,,,ITA,https://ids.si.edu/ids/deliveryService?id=SAAM-1978.125_1,false
"Jacopo Bassano (Italian, c. 1510-1592)",Italy,,,,,,Virgin and Child with the Young Saint John the Baptist,"https://www.artic.edu/iiif/2/5c9cfee1-4287-1494-dcf6-4a967c734a44/full/843,/0/default.jpg",chicago,,,,,ITA,"https://www.artic.edu/iiif/2/5c9cfee1-4287-1494-dcf6-4a967c734a44/full/843,/0/default.jpg",false
,Jamaica,,,,,,,https://www.flickr.com/photos/library_of_congress/34027938972/in/photolist-TQW5JY-AfRmv3-TQW5pj-2p9JbNQ-6WYN8U-m9XgKU-6WUN6a-6WYNNG-oGFstQ-794gcL-6WYSBs-m9UWwC-2nB5DT1-4T9B5H-6WYQVs-wgtxSi-2kZLK7T-6WUP7n-6WUUsx-6WUUgi-6WYSLJ-6WUSqX-6WYNAE-6WYNF9-6WURQg-4G4Wag-6WYQjY-6WYRSG-eDzLM8-6WYU3U-bXctfP-m9Smbh-6WYP4j-6WYNBW-6fPHfB-m9LZyW-6WYSoN-6WUUtk-6WYPbo-2mzFjSW-6WUUkH-6WYU2s-6WYTDq-6WUPrB-6WYR6b-6WYTXS-m9LCge-6MoRmK-6WUTTP-6WYTe1,Flickr Commons,,,,,JAM,https://live.staticflickr.com/2928/34027938972_75bab853e6_b.jpg,false
Katsukawa Shunsho 勝川春章 (1726-1792),Japan,,,,,,"Woman, a baby and a young girl",https://ids.si.edu/ids/deliveryService?id=FS-5893_08,smithsonian,,,,,JPN,https://ids.si.edu/ids/deliveryService?id=FS-5893_08,false
,Jordan,,,,,,,https://www.flickr.com/photos/nationalarchives/8510059992/in/album-72157632864035338,Flickr Commons,,,,,JOR,https://live.staticflickr.com/8383/8510059992_2489b0dd27_z.jpg,false
,Kenya,,,,,,,https://www.flickr.com/photos/field_museum_library/3948871142/in/photolist-71WZPd-71SpTZ-cubwvU-71SpZF-71WqTU-9ezgjD-71SpZM-71SpX6-71SpSk-71WqWN-71WqZf-DH5f5Z-71WZPj-71WqZj-DEGwfm-23bskz4-9eAbwt-CDWfg1-71SpXT-71SpXn-71WqVq-71SpZv-71WqV1-71WqZU-DaksLN-9ezbK4-71SpWz-9eDf8Q-71Sq1e-71Sq1F-D3XYCk-bK3kFT-21ML6A7-DBqcfX-CE1weK-Dz7usb-Daio9A-Dtb3hD-9ezdGk-Dr18GE-CDZBE6-9ezhfZ-9eC1GG-9eDiV3-9eA9ze-9eCk5G-9ezeDM-9eAdJp-9eAdqB-9eDkbm,Flickr Commons,,,,,KEN,https://live.staticflickr.com/3485/3948871142_ba7aed1313_z.jpg,false
,Kenya,,,,,,,https://www.flickr.com/photos/nationalarchives/5404436779/in/photolist-9ez9Lt-9eSJyU-9eScNY-9eF9DE-9eCaTj-9eCaui-9eCit6-9eEPQo-9eFhns-9eCbQZ-9eCcuF-9ez3QV-9eP47X-9eCiZr-9eCcaK-9eP3ST-9eFjX9-9eSQRe-9eC7J4-9eyFbk-9eCbyZ-9eNRYM-9eVHTm-9eFjoy-9eRYfu-9eCgwZ-9eFkzY-9eS84q-9eCd8e-9eNWQX-9eFmK7-9eSR9D-9eSajj-9eF9Ub-9eNXea-9eSRnB-9eFbp7-9eCh1z-9eCg18-9eVXZw-9eRWTY-9eNLT4-9eCggn-9eNLea-9eSPRX-9eSzaa-9eCiJM-9eSeFo-9eNMdg-9eCefZ,Flickr Commons,,,,,KEN,https://live.staticflickr.com/5017/5404436779_4b03c6c3c3_b.jpg,false
,Kiribati,,,,,,,https://www.flickr.com/photos/nationalarchives/8188736642/in/album-72157632014397435,Flickr Commons,,,,,KIR,https://live.staticflickr.com/8485/8188736642_fdf468f0af_z.jpg,false
,Lesotho,,,,,,,https://www.flickr.com/photos/nationalarchives/5407972689/in/photolist-9eW819-9eTgSr-6YUrVH-9eW8DN-9eT1rK,Flickr Commons,,,,,LSO,https://live.staticflickr.com/5253/5407972689_8727c63579_z.jpg,false
,Libya,,,,,,,https://www.flickr.com/photos/library_of_congress/2163446486/in/photolist-2pDmqLM-AgyS5e-8B4oaH-A3NW4S-AgyPQe-hFExsz-hFDiaF-hFEafj-Adijrh-hFDh6r-2hVKkrN-4ibegu-4i8WTa-AgyRkD-4id3Hq-2ovrkE6-4icZNy-YUQ4ff-4i8WKH-9fMrCg-2ovqrj6-hFDBZf-4id49G-4icQj3-4i8JgZ-4id3V7-BbptkB-4id4hf-4i8WER-4i8XoH-4icVPm-4i8WZ6-2m1zuxY-2m1DsiY-4icPPA-4i8D1Z-4i8J8X-4i8Tzr-9fQvu1-4i8TNM-4i8PBx-4i8PLZ-9fMr1T-9fQtK1-4icQPy-4icZK1-9fMp8e-2p8ZMj1-2pnMazQ-2rjH9ia,Flickr Commons,Mid,,,,LBY,https://live.staticflickr.com/2249/2163446486_a603b7fc2a_b.jpg,false
,Lithuania,,,,,,,https://www.flickr.com/photos/anmm_thecommons/8401436018/in/photolist-dNiWTn-dNj1Sx-dNpye9-dNj5ei-KzEreJ-dwvDtn-tsLtXh-pbvJcL-d8KSaE-2mLyRZq-dNiSup-ejUByx-dNiUUk-oZYbXN-dNiKfB-oKvPGQ-upMart-4TePs5-hKzmQu-BYiULL-4Sa8bs-H5agCq-BmrGvQ-oZYbXh-rWdKNg-ceFvTL,Flickr Commons,,,,,LTU,https://live.staticflickr.com/8219/8401436018_55ce961a30_z.jpg,false
,Luxembourg,,,,,,,https://www.flickr.com/photos/library_of_congress/8190447325/in/photolist-7zV4Ja-9GGWP9-6j3rcH-PA31dg-77V8UH-cS7KZQ-2jgtxhR-9GGUjW-dvCmd5-dtLbD4-9GGTho-eaMHP3-2gXT7wC-2i1dRXN-21BFnTs-oYC6kJ-bNnaJz-2ciuLpr-2ciuLmv-2gXTUsb-2gXTUqc-2gXT7xQ-2gXTUqN-2gXTUpF,Flickr Commons,,,,,LUX,https://live.staticflickr.com/8200/8190447325_a2d2801f27_b.jpg,false
,Maldives,,,,,,,https://www.flickr.com/photos/nationalarchives/7831781564/in/photolist-cW4LcC-cW4LgE-cW4LnA-cW4Lu1-cW4LQL-cW4VSj-cW4VNC-cW4LBh-cW4WiY-cW4VWm-cW4UcN-cW4WbS-cW4Wz5-cW4Uoo-cW4McL-cW4W1b-cW4UhW-cW4U7E-cW4Wum-cW4W6w-cW4WpJ-cW4QD9-cW4T4W-cW4UrQ-cW4UY3-cW4U2L-cW4M8s-cW4WCo-cW4L6W-cW4TRL-cW4TXq-cW4ULf-cW4UFJ-cW4Uxu-cW4RrQ-cW4UU3-cW4LEN-cW4M2q-cW4MLh-cW4VpA-cW4Tay-cW4RnW-cW4Tiq-cW4Tfj-cW4Rzm-cW4QVm-cW4Rjs-cW4QJC-cW4UAY-cW4Rvu,Flickr Commons,Mid,,,,MDV,https://live.staticflickr.com/8299/7831781564_398946dd25_z.jpg,false
,Malta,,,,,,,https://www.flickr.com/photos/nationalarchives/8507636914/in/album-72157632851025375,Flickr Commons,,,,,MLT,https://live.staticflickr.com/8243/8507636914_3c9a923ace_b.jpg,false
Miguel Cabrera,Mexico,"Born, died Mexico",https://en.wikipedia.org/wiki/Miguel_Cabrera_(painter),,,,"De español y mestiza, castiza.","https://commons.wikimedia.org/wiki/File:De_espa%C3%B1ol_y_mestiza,_castiza.jpg",Wiki Commons,,,https://www.wikiart.org/en/miguel-cabrera/de-espa-ol-y-mestiza-castiza-1763/,Yes,MEX,https://upload.wikimedia.org/wikipedia/commons/4/49/De_espa%C3%B1ol_y_mestiza%2C_castiza.jpg,false
José María Estrada,Mexico,,,1810-01-01,1862-01-01,,Portrait of Manuela Gutiérrez,https://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Mar%C3%ADa%20Estrada%20-%20Portrait%20of%20Manuela%20Guti%C3%A9rrez%20-%20Google%20Art%20Project.jpg,Wiki Commons,,,,,MEX,https://upload.wikimedia.org/wikipedia/commons/7/77/Jos%C3%A9_Mar%C3%ADa_Estrada_-_Portrait_of_Manuela_Guti%C3%A9rrez_-_Google_Art_Project.jpg,false
,Myanmar,,,,,,,https://www.flickr.com/photos/sdasmarchives/4838330455/in/photolist-8ny1Qc-8nBa6W-8nBa1Y-8nBaGG-8ny2ti-8nBaLs-8ny1Xp-8ny2MZ-GbFAFy-5JTZJU-8nxHmr-8nxJsT-8nxH5B-8nAR4w-8nARcy-8nxHdx-8nxH68-8nAR6S-8nAR7A-8nxJJF-bZBcJS-kEuFWc-bZB9RN-J62SdD-c3wNNC-bZBePs-bZBgPw-bZB6i1-bZBgNU-J3KZoa-bZBeS9-bZBcL7-9GH5WW-9GGY8U-2jXG7Yu-2qQ1m5p-23oYb6t-bZBgNC-2jwiGc3-bZB9T1-bZBgNJ-bZBcPu-2jHR8aM-2jHR8rd-bZB9SU-kEwPEo-bZAKVW-8mheQp-bZAKPj-8ny1vD,Flickr Commons,,,,,MMR,https://live.staticflickr.com/4128/4838330455_f358e2c60f_z.jpg,false
Max Liebermann (1847–1935),Netherlands,Artist German but painted in amsterdam,https://en.wikipedia.org/wiki/Max_Liebermann,,,,msterdamer Waisenmädchen im Garten,https://commons.wikimedia.org/wiki/File:Liebermann_Amsterdam_M%C3%A4dchen_im_Garten.jpg,Wiki Commons,,,https://www.wikiart.org/en/max-liebermann/the-artist-s-granddaughter-at-the-table-1923/,Yes,NLD,https://upload.wikimedia.org/wikipedia/commons/d/d1/Liebermann_Amsterdam_M%C3%A4dchen_im_Garten.jpg,false
Max Liebermann (1847–1935),Netherlands,Germain artist working in the Netherlands,https://en.wikipedia.org/wiki/Max_Liebermann,,,,,https://commons.wikimedia.org/wiki/File:Max_Liebermann_-_Kleinkinderschule.jpg,Wiki Commons,,,,,NLD,https://upload.wikimedia.org/wikipedia/commons/3/36/Max_Liebermann_-_Kleinkinderschule.jpg,false
"Jan Gossart (Netherlandish, c. 1478–1532)",Netherlands,,,,,,Virgin and Child,"https://www.artic.edu/iiif/2/318b7761-6765-7273-36c6-2ebc1fb41e22/full/843,/0/default.jpg",chicago,,,,,NLD,"https://www.artic.edu/iiif/2/318b7761-6765-7273-36c6-2ebc1fb41e22/full/843,/0/default.jpg",false
"Evert Pieters (Dutch, 1856–1932)",Netherlands,,,,,,A Family Meal,"https://www.artic.edu/iiif/2/d5b9b3c8-66b4-d061-43ee-307cc42e1ae6/full/843,/0/default.jpg",chicago,,,,,NLD,"https://www.artic.edu/iiif/2/d5b9b3c8-66b4-d061-43ee-307cc42e1ae6/full/843,/0/default.jpg",false
"Adriaen de Lelie (Dutch, 1755–1820)",Netherlands,,,,,,Mother and Two Children with Still Life,"https://www.artic.edu/iiif/2/fd8ca91a-497c-6619-648c-f0f8fa116bfd/full/843,/0/default.jpg",chicago,,,,,NLD,"https://www.artic.edu/iiif/2/fd8ca91a-497c-6619-648c-f0f8fa116bfd/full/843,/0/default.jpg",false
Frances Hodgkins (1869–1947),New Zealand,Also lived in uk/france,https://en.wikipedia.org/wiki/Frances_Hodgkins,,,,,https://commons.wikimedia.org/wiki/File:Frances_Hodgkins_-_Child_in_a_pram_-_1956-20-4_-_Auckland_Art_Gallery.jpg,Wiki Commons,,,,Yes,NZL,https://upload.wikimedia.org/wikipedia/commons/6/60/Frances_Hodgkins_-_Child_in_a_pram_-_1956-20-4_-_Auckland_Art_Gallery.jpg,false
Gottfried Lindauer,New Zealand,,,1839-01-05,1926-06-13,Plzeň,Ana Rupene and child,https://commons.wikimedia.org/wiki/Special:FilePath/Gottfried%20Lindauer%20-%20Ana%20Rupene%20and%20Child%20OU%20PTRM%201938%2035%201881.jpg,Wiki Commons,,,,,NZL,https://upload.wikimedia.org/wikipedia/commons/a/a6/Gottfried_Lindauer_-_Ana_Rupene_and_Child_OU_PTRM_1938_35_1881.jpg,false
,Niger,,,,,,,https://www.flickr.com/photos/thenationalmuseumofdenmark/9420075387/in/photolist-nvRCJS-8ENjvG-nLircd-nNm3Dt-nLiu69-fmqmdT-nLiuo3-9gqerJ-9fMsER-9fQz85-9fA9B2-9fFet5-9fEhgG-9fFeAb-9gnbA2-9gqhXJ-9fD1Cy-9fDi49-9fMtPV-9fMv7k-9fQyf1-9fQAMm,Flickr Commons,,,,,NER,https://live.staticflickr.com/5516/9420075387_da4f94b789_z.jpg,false
,Nigeria,,,,,,,https://www.flickr.com/photos/nationalarchives/5425265898/in/photolist-9gpUxd-22ZRVPy-9gmPZD-mdDwnm-2mHYmTd-mdDRyg-mdF6iu-8QYqxq-9hobnG-9gmQCZ-fNFuPd-dx81LD-9gpTUG-9gpUjh-9fF8E1-7hPrmL-9gnmPx-9gqvEw-9grQmw-9fMcEi-9gnv7M-9gpQrf-9gpR9Q-9gns4k-9gntxB-9gna3i-9gpQYw-9gqwkq-9gqtK7-9gmMLp-9gqv2o-9gmL1x-afJWvM-9gmM9k-9gqf4h-9gnvCt-9gpTGu-9gqyuG-9gpPk5-9gpT7S-9fF8zN-9gqz1E-9gpRzm-9gnssk-9gqyKb-9fDkfm-9gqzXU-9gnuJn-9gnx1H-9gmMnc,Flickr Commons,,,,,NGA,https://live.staticflickr.com/5299/5425265898_686a7323e2_b.jpg,false
,North Korea,,,,,,,https://www.flickr.com/photos/cornelluniversitylibrary/4095407375/in/photolist-7eU2VZ-7eU2dk-7eU29D-2knFPfi-2knBpmR-2jGY14U-bViXKe-7eTMmP-2hNRTj5-2knBm1Y-2knBmqf-2knFhmP-2knFKHP-2jGYPrv-2knFfbm-7eXWiw-2jGUueG-2jGUunN-2knFh63-7eTNNK-7eU3qV-2jGY3y8-2jGUuns-2knFMTR-2knBmSH-2knFfS1-ccFdqQ-2knFKWK-2knFhGy-2hH2vCE-2jGY1b2-2knBocS-2mKuN1e-7eXKu7-7eXUQs-2cbg8Ap-2knFeTc-7eXH2q-QKaWed-2knFhnL-2jGYPkt-2jGY3r4-2knBmhK-2knFfzh-2jGYRKZ-2knFeSW-2jGYRkk-2jGUu5Z-2knFL2E-2m8B15s,Flickr Commons,,,,,PRK,https://live.staticflickr.com/2447/4095407375_5b0ed91a65_b.jpg,false
Oda Krohg (1860–1935),Norway,Born and died in Norway,https://en.wikipedia.org/wiki/Oda_Krohg,,,,,https://commons.wikimedia.org/wiki/File:Oda_krohg_aftenposten_1887.jpg,Wiki Commons,,,https://www.wikiart.org/en/oda-krohg/a-subscriber-to-the-aftenposten-1887/,,NOR,https://upload.wikimedia.org/wikipedia/commons/8/84/Oda_krohg_aftenposten_1887.jpg,false
"Edvard Munch (Norwegian, 1863–1944)",Norway,,,,,,The Girl by the Window,"https://www.artic.edu/iiif/2/d7df2633-3b40-f570-c906-211503a37cde/full/843,/0/default.jpg",chicago,,,,,NOR,"https://www.artic.edu/iiif/2/d7df2633-3b40-f570-c906-211503a37cde/full/843,/0/default.jpg",false
Karimeh Abbud,Palestine,Bethel,https://en.wikipedia.org/wiki/Karimeh_Abbud,,,,,https://commons.wikimedia.org/wiki/File:Abbud21B.png,Wiki Commons,,,https://www.wikiart.org/en/karimeh-abbud/a-palestinian-lady-from-ramallah/,Yes,PSE,https://upload.wikimedia.org/wikipedia/commons/b/be/Abbud21B.png,false
,Papua New Guinea,,,,,,,https://www.flickr.com/photos/navymedicine/5804644278/in/photolist-9QWjvL-9QTuFx-9QWjGb-9QRQ7r-9PZEjR-9PZE24-2pmD19F-9QTute-9QWjBG-9QWkP3-9QWjK5-2hyW9k6-9QTtax-9Q3vHd-9QWjMu-9QWjrf-9QTtqa-9QTsJ2-9QUFNj-9QTuq6-9QWjoN-9QTsCv-9QTvi6-2hvaj36-9QWkdb-9QTtUp-9QTvkv-9QWk7W-9PZEpt-9QWk4q-9QWjR3-2hv9hiv-9QRQhF-2hv6xZd-9QWjDC-9QTtcR-9QUFJo-2hvaj1n-9QTuAn-9QWmpu-9QTuJF-9QTuRe-9PZEs8-9QWmhG-9Q3w8Q-9QRPMx-9QWn2G-9QUG1h-2qigNjX-2prMrbf,Flickr Commons,,,,,PNG,https://live.staticflickr.com/2127/5804644278_f2bd4f6653_b.jpg,false
,Peru,,,,,,,https://www.flickr.com/photos/smithsonian/5665300952/in/photolist-9CC9AC-9CCd5m-7ZAq8V-7ZDAMJ-2jGyc5X-oKoYeA-eaBtw9-7ZDAwQ-7ZDAJy-4S5WUF-7Nksb6-yVuZQZ-7ZDAHy-2hU2nWY-7Npqu9-7ZAqrx-7ZAqaH-7Nksat-ieW8WT-7ZDAEU-2hVNWc3-7ZAqa4-7ZAq8r-7ZAq9P-5ERUCt-2qEj1cZ-7Nks7z-7NkqXv-7NkraK-8cyNYd-7ZDAAb-7ZAqnX-7ZDAFA-2ddKpaF-24yuzyG-dV8Fj1-7Npokq-7NkqWx-7Nkrui-7ZAqfZ-4Trgwy-7Nks7g-7Nkrfv-2hU4SfR-7ZDAK5-7ZAqmv-7ZDAJb-7ZDAwo-2hJmf3Y-7ZDAyd,Flickr Commons,,,,,PER,https://live.staticflickr.com/5270/5665300952_33cbe642d1_b.jpg,false
Miguel Zaragoza,Philippines,,,1842-09-29,1923-03-05,Gapan,Q59913039,https://commons.wikimedia.org/wiki/Special:FilePath/Juego%20de%20ni%C3%B1os%2C%20de%20Miguel%20Zaragoza%20y%20Aranquizna%20%28Museo%20del%20Prado%29.jpg,Wiki Commons,,,,,PHL,https://upload.wikimedia.org/wikipedia/commons/2/2f/Juego_de_ni%C3%B1os%2C_de_Miguel_Zaragoza_y_Aranquizna_%28Museo_del_Prado%29.jpg,false
Leon Wyczółkowski ,Poland,"Lived, died Pland",https://en.wikipedia.org/wiki/Leon_Wycz%C3%B3%C5%82kowski,1852,1852,,Św Brat Alber,https://commons.wikimedia.org/wiki/File:%C5%9Aw_Brat_Albert_by_Leon_Wycz%C3%B3%C5%82kowski_(1901-1902).jpg,Wiki Commons,,,https://www.wikiart.org/en/leon-wyczolkowski/portret-sw-brata-alberta-adam-chmielowski-1934/,Yes,POL,https://upload.wikimedia.org/wikipedia/commons/9/9e/%C5%9Aw_Brat_Albert_by_Leon_Wycz%C3%B3%C5%82kowski_%281901-1902%29.jpg,false
Columbano Bordalo Pinheiro,Portugal,Born died Portugal,https://en.wikipedia.org/wiki/Columbano_Bordalo_Pinheiro,,,,Refeição interrompida,https://commons.wikimedia.org/wiki/File:Columbano_Bordalo_Pinheiro_-_Refei%C3%A7%C3%A3o_Interrompida.jpg,Wiki Commons,,,https://www.wikiart.org/en/columbano-bordalo-pinheiro/refei-o-interrompida-1883/,Yes,PRT,https://upload.wikimedia.org/wikipedia/commons/5/50/Columbano_Bordalo_Pinheiro_-_Refei%C3%A7%C3%A3o_Interrompida.jpg,false
José Júlio de Sousa Pinto,Portugal,,,1856-09-15,1939-04-14,Angra do Heroísmo,The Potato Harvest,https://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20J%C3%BAlio%20de%20Souza%20Pinto%20%281856%E2%80%941939%29.%20Potatoes.jpg,Wiki Commons,,,,,PRT,https://upload.wikimedia.org/wikipedia/commons/4/4e/Jos%C3%A9_J%C3%BAlio_de_Souza_Pinto_%281856%E2%80%941939%29._Potatoes.jpg,false
Nicolae Grigorescu,Romania,,,1838-05-15,1907-07-21,Pitaru,Girls Spinning at the Gate,https://commons.wikimedia.org/wiki/Special:FilePath/Nicolae%20Grigorescu%20-%20Fete%20lucrand%20la%20poarta.jpg,Wiki Commons,,,,,ROU,https://upload.wikimedia.org/wikipedia/commons/9/93/Nicolae_Grigorescu_-_Fete_lucrand_la_poarta.jpg,false
Nicolae Grigorescu,Romania,,,1838-05-15,1907-07-21,Pitaru,Portrait of a little girl,https://commons.wikimedia.org/wiki/Special:FilePath/Nicolae%20Grigorescu%20029.jpg,Wiki Commons,,,,,ROU,https://upload.wikimedia.org/wikipedia/commons/8/8b/Nicolae_Grigorescu_029.jpg,false
Theodor Aman,Romania,,,1831-03-20,1891-08-19,Câmpulung,Professor George Capșa at the age of 8,https://commons.wikimedia.org/wiki/Special:FilePath/Theodor%20Aman%20-%20Profesorul%20George%20Cap%C8%99a%20la%20v%C3%A2rsta%20de%208%20ani.jpg,Wiki Commons,,,,,ROU,https://upload.wikimedia.org/wikipedia/commons/9/9f/Theodor_Aman_-_Profesorul_George_Cap%C8%99a_la_v%C3%A2rsta_de_8_ani.jpg,false
Angelica Kauffmann (1741–1807),Russia,Russian Duchess,https://en.wikipedia.org/wiki/Angelica_Kauffman,,,,Portrait of Countess A.S. Protasova with her Nieces,https://commons.wikimedia.org/wiki/File:Angelika_Kauffmann_009.jpg,Wiki Commons,,,https://www.wikiart.org/en/angelica-kauffman/portrait-of-countess-a-s-protasova-with-her-nieces-1788/,Yes,RUS,https://upload.wikimedia.org/wikipedia/commons/9/90/Angelika_Kauffmann_009.jpg,false
Robert Genin,Russia,,,,,,Thirst,"https://www.artic.edu/iiif/2/a0926588-779d-3440-adf6-881d15ddbf2f/full/843,/0/default.jpg",chicago,,,,,RUS,"https://www.artic.edu/iiif/2/a0926588-779d-3440-adf6-881d15ddbf2f/full/843,/0/default.jpg",false
Vladimir Borovikovsky (1757–1825),Russian,Lived in Russia,https://en.wikipedia.org/wiki/Vladimir_Borovikovsky,,,,,https://commons.wikimedia.org/wiki/File:Vladimir_Borovikovsky_011.jpg,Wiki Commons,,,https://www.wikiart.org/en/vladimir-borovikovsky/naryshkina-elena,,RUS,https://upload.wikimedia.org/wikipedia/commons/f/fe/Vladimir_Borovikovsky_011.jpg,false
,Serbia,,,,,,,https://www.flickr.com/photos/library_of_congress/14860111935/in/photolist-5JL8zx-LoH5kQ-25fZkzN-nPWjnr-2q12Q1T-nvEeR7-wfaEbQ-oD8Xyt-297UuLe-Sh4PCY-hav3Cb-2q146AA-2pDjMWV-SYCyQw-brtns4-Sh4PmL-4ibkrL-aiBnyC-aUL4un-gaFsa6-brtnwx-5bv8TG-e49MMz-gaF3ch-7jVLiX-51YJHw-5bqQhp-2rvBt1x-gaF1FS-2rvH7Hh-ecxe8U-ceFw1E-c9jw7m-2onaLL7-4KneGU-2oHjwE3-gaETRm-2rvHxLv-4XmNZf-2oemf7z-brtiEK-brtiJX-brtiup-brtj4z-5Dj7dB-c9jAAA-dtRJAy-8j75Yd-9KdTsZ-cJeQV1/,Flickr Commons,,,,,SRB,https://live.staticflickr.com/3906/14860111935_06233310f3_b.jpg,false
,Seychelles,,,,,,,https://www.flickr.com/photos/nationalarchives/8517451119/in/album-72157632884191293,Flickr Commons,,,,,SYC,https://live.staticflickr.com/8235/8517451119_ba569026c8_b.jpg,false
,Sierra Leone,,,,,,,https://www.flickr.com/photos/nationalarchives/5418345041/in/photolist-9fNrd6-9gnzft-9eB8nG-9gqEvQ-9fFckW-9fFe5Y-9gqD59-9fFdZG-9fC2yt-9gqDdy-9fFdGU-9fC68H-9fC5P8-9fC62c-9fFdpE-9fNrUi-9fC5H8-9fC4NF-9fFj91-9gnF3c-9fFcem-9gnFc2-9gqJNG-9fFcyA-9gnB2T-9fC1FZ-9gqJvq-9fFbnA-9gnGJF-9gqFcL-9fFaF7-9fFaYJ-9fF9JE-9fC33X-9gnDx6-9fFaLL-9fC1ZH-9gnzMc-9fC1nH-9fF9ZC-9gnCWi-9gqE4A-9gqMH1-9gnC44-9gqM4G-9gnFNc-9fFa6h-9gqKmE-9gqL1m-9gqKuw,Flickr Commons,,,,,SLE,https://live.staticflickr.com/5134/5418345041_3ebec95596_z.jpg,false
,Singapore,,,,,,,https://www.flickr.com/photos/anmm_thecommons/27303621921/in/photolist-HAJcy6-HDYB5y-DLEf5j-HGXoRZ-GMmCD4-GMmvXP-GMmwwK-GMgKxW-GMgygY-HyjFPq-GMgy8S-HAJeiP-HAJb54-HhAzgY-HGXsjv-GMmBTM-GMgBqo-GMmuhz-yCqJ2e-HGXjRz-GMmvox-HAJeGe-GMgCSG-GMgHyW-HhAEoS-HAJai4-GMgzFG-HhAC8j-HAJd6P-GMmxaD-HGXkH4-HAJdG8-HGXkce-GMmzH4-GMgCpY-6o9GhQ-GMgyU1-HyjHd7-GMmBeR-GMgBUj-HGXi84-2j38Whp-GMmBsX-yCjUjS-HGXnmz-mdG9Qi-7KZyz2-HyjMhj-23oY97i-HyjKTh,Flickr Commons,Mid,,,,SGP,https://live.staticflickr.com/7623/27303621921_5162571204_b.jpg,false
,Slovakia,,,,,,,https://www.flickr.com/photos/nypl/3110163692/in/photolist-2iWnSqv-5JQpiW-65C679-b5ZTRr-9oAqy3-2jGyaX1-2jGBDCi-2jGyaUa-ywQ3VF-2jGCtQB-2jGyaYZ-2jGCtRy,Flickr Commons,,,,,SVK,https://live.staticflickr.com/3207/3110163692_841f8b1cd5_z.jpg,false
,Slovenia,,,,,,,https://www.flickr.com/photos/library_of_congress/29136674902/in/photolist-LoH5kQ-8m9rEL-dD3Dco-2q7EJ2E,Flickr Commons,Mid,,,,SVN,https://live.staticflickr.com/8047/29136674902_9fa928fb30_b.jpg,false
,Somalia,,,,,,,https://www.flickr.com/photos/navymedicine/54151401556/in/photolist-71SU9p-71WVfW-71TwNH-71WV3d-71WV2h-71TwRM-71SUn4-c6XBuq-71WV9L-71TwPn-71WV2G-71SUhP-71SUin-71SUmT-71TwQB-71SUoc-71WVcL-71WV95-71SUnz-71SUbX-71SUoH-9hobnL-71SUgM-71SUkx-71SUnR-71WV8C-71WVb9-9fMheK-dXHnBR-71SUgH-2ovssSm-9fQpeQ-9fQoXJ-9fQobU-9fMhXZ-9fQotC-oiGB9H-o8GqUK-2qvb5TZ-2qMoMgu-2qvb61T-2qvb65q-2qvb63r-2qvds4e-2qvb5T3-2qvb5Zv-2qvb5Xr-2qMWDhD-2q7LFyH-2qqE589,Flickr Commons,,,,,SOM,https://live.staticflickr.com/65535/54151401556_78030b1d2f_b.jpg,false
Shin Yun-bok (1758–),South Korea,Korean artist,https://en.wikipedia.org/wiki/Sin_Yunbok,,,,,https://commons.wikimedia.org/wiki/File:Hyewon-jangos.ibeun.yeoin.jpg,Wiki Commons,,,https://www.wikiart.org/en/yoon-bok-shin/woman-with-a-jangot-1800/,Yes,KOR,https://upload.wikimedia.org/wikipedia/commons/9/97/Hyewon-jangos.ibeun.yeoin.jpg,false
Diego Velázquez,Spain,,,1599-06-06,1660-08-06,Seville,Three Musicians,https://commons.wikimedia.org/wiki/Special:FilePath/Diego%20Rodr%C3%ADguez%20de%20Silva%20y%20Vel%C3%A1zquez%20%281599%20-%201660%29%20-%20The%20Three%20Musicians%20-%20413F%20-%20Gem%C3%A4ldegalerie.jpg,Wiki Commons,,,,,ESP,https://upload.wikimedia.org/wikipedia/commons/1/15/Diego_Rodr%C3%ADguez_de_Silva_y_Vel%C3%A1zquez_%281599_-_1660%29_-_The_Three_Musicians_-_413F_-_Gem%C3%A4ldegalerie.jpg,false
