id,user_id,user_name,quality_grade,url,image_url,description,latitude,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
10348,516,"",research,http://www.inaturalist.org/observations/10348,https://inaturalist-open-data.s3.amazonaws.com/photos/21734/medium.jpg,"",33.404773111,United States,Verdin,Auriparus flaviceps,Verdin,Aves,7603
10349,516,"",research,http://www.inaturalist.org/observations/10349,https://inaturalist-open-data.s3.amazonaws.com/photos/21738/medium.jpg,"",40.4510109258,United States,Dark-eyed Junco,Junco hyemalis,Dark-eyed Junco,Aves,10094
10351,516,"",research,http://www.inaturalist.org/observations/10351,https://inaturalist-open-data.s3.amazonaws.com/photos/21740/medium.jpg,"",33.4306088,United States,Canyon Towhee,Melozone fusca,Canyon Towhee,Aves,145289
10353,516,"",research,http://www.inaturalist.org/observations/10353,https://inaturalist-open-data.s3.amazonaws.com/photos/21743/medium.jpg,"",33.4306088,United States,Rufous-crowned Sparrow,Aimophila ruficeps,Rufous-crowned Sparrow,Aves,9958
10354,516,"",research,http://www.inaturalist.org/observations/10354,https://inaturalist-open-data.s3.amazonaws.com/photos/21742/medium.jpg,"",33.4306088,United States,Black-chinned Sparrow,Spizella atrogularis,Black-chinned Sparrow,Aves,9139
10356,516,"",research,http://www.inaturalist.org/observations/10356,https://inaturalist-open-data.s3.amazonaws.com/photos/21746/medium.jpg,"",33.4047697523,United States,Abert's Towhee,Melozone aberti,Abert's Towhee,Aves,73041
10357,516,"",research,http://www.inaturalist.org/observations/10357,https://inaturalist-open-data.s3.amazonaws.com/photos/21750/medium.jpg,"",33.3615026711,United States,White-crowned Sparrow,Zonotrichia leucophrys,White-crowned Sparrow,Aves,9176
10360,516,"",research,http://www.inaturalist.org/observations/10360,https://inaturalist-open-data.s3.amazonaws.com/photos/21754/medium.jpg,"",33.3611442338,United States,Northern Parula,Setophaga americana,Northern Parula,Aves,145233
10362,516,"",research,http://www.inaturalist.org/observations/10362,https://inaturalist-open-data.s3.amazonaws.com/photos/21756/medium.jpg,"",33.4306088,United States,Hutton's Vireo,Vireo huttoni,Hutton's Vireo,Aves,17375
10460,516,"",research,http://www.inaturalist.org/observations/10460,https://inaturalist-open-data.s3.amazonaws.com/photos/21955/medium.JPG,"",51.526404,United Kingdom,Tufted Duck,Aythya fuligula,Tufted Duck,Aves,7046
10471,516,"",research,http://www.inaturalist.org/observations/10471,https://inaturalist-open-data.s3.amazonaws.com/photos/21933/medium.JPG,"",51.529135,United Kingdom,Common Shelduck,Tadorna tadorna,Common Shelduck,Aves,7067
10475,516,"",research,http://www.inaturalist.org/observations/10475,https://inaturalist-open-data.s3.amazonaws.com/photos/21889/medium.JPG,"",51.525101,United Kingdom,Eurasian Coot,Fulica atra,Eurasian Coot,Aves,482
10476,516,"",research,http://www.inaturalist.org/observations/10476,https://inaturalist-open-data.s3.amazonaws.com/photos/21950/medium.JPG,"",51.527686,United Kingdom,Greylag Goose,Anser anser,Greylag Goose,Aves,7018
10483,516,"",research,http://www.inaturalist.org/observations/10483,https://inaturalist-open-data.s3.amazonaws.com/photos/21835/medium.jpg,"",51.526898,United Kingdom,Grey Wagtail,Motacilla cinerea,Grey Wagtail,Aves,13688
